target,repeat,sampling_seed,projection_seed,sample_size,examples_per_original_class,training_class_counts,condition,family,layer,original_feature_count,feature_count,selected_c,validation_accuracy,validation_macro_f1,n_test,test_accuracy,test_macro_f1,test_target_f1,true_negative,false_positive,false_negative,true_positive
footwear,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv2,random,conv2,1568,32,1.0,0.9575,0.9481580715290533,10000,0.9469,0.9346261281194186,0.9062996294335627,6901,99,432,2568
footwear,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_fc,random,fc,128,32,1.0,0.9855,0.982713353725615,10000,0.9863,0.9836167106251049,0.9769863934150849,6955,45,92,2908
footwear,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv1,trained,conv1,3136,32,1.0,0.9425,0.9319653638625451,10000,0.946,0.9358361969400995,0.9102990033222591,6720,280,260,2740
footwear,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv2,trained,conv2,1568,32,1.0,0.9385,0.9251363750485015,10000,0.9445,0.9323704963548611,0.9037294015611448,6840,160,395,2605
footwear,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_fc,trained,fc,128,32,0.1,1.0,1.0,10000,0.9968,0.9961824555295438,0.9946470391435263,6995,5,27,2973
tops,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",pixels,pixels,pixels,784,32,0.1,0.84,0.8342022173380959,10000,0.851,0.8457315727709641,0.8172227674190383,5179,821,669,3331
tops,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv1,random,conv1,3136,32,0.1,0.901,0.8950555251675931,10000,0.8994,0.8937085207011215,0.8691126723913609,5654,346,660,3340
tops,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv2,random,conv2,1568,32,1.0,0.919,0.9152257663433734,10000,0.9025,0.8981922610643633,0.8772504091653028,5541,459,516,3484
tops,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_fc,random,fc,128,32,1.0,0.886,0.8823558549633446,10000,0.8805,0.8760683517367682,0.8526328770501912,5348,652,543,3457
tops,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv1,trained,conv1,3136,32,0.1,0.8715,0.8631869300398116,10000,0.8702,0.8623365246229898,0.8294349540078844,5546,454,844,3156
tops,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv2,trained,conv2,1568,32,1.0,0.922,0.9193580903995806,10000,0.9076,0.9048501699104108,0.8886746987951807,5388,612,312,3688
tops,9,50,2,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_fc,trained,fc,128,32,0.1,0.942,0.938730603746518,10000,0.935,0.9310901049249627,0.9146757679180887,5866,134,516,3484
footwear,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",pixels,pixels,pixels,784,32,1.0,0.9485,0.9384845275148854,10000,0.9459,0.9355645353634277,0.9097581317764803,6732,268,273,2727
footwear,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv1,random,conv1,3136,32,1.0,0.971,0.9658916223943845,10000,0.9681,0.9625386317424311,0.94810476655279,6767,233,86,2914
footwear,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv2,random,conv2,1568,32,1.0,0.975,0.9699483110950835,10000,0.9666,0.9595450754099174,0.9426510989010989,6921,79,255,2745
footwear,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_fc,random,fc,128,32,0.1,0.988,0.9857142857142858,10000,0.9894,0.9873640749971235,0.9822920147009689,6954,46,60,2940
footwear,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv1,trained,conv1,3136,32,1.0,0.9545,0.9463626667656895,10000,0.9548,0.9467991922328327,0.9261679189807253,6713,287,165,2835
footwear,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv2,trained,conv2,1568,32,1.0,0.9425,0.9317097068713396,10000,0.9499,0.940475878598309,0.916791230692576,6739,261,240,2760
footwear,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_fc,trained,fc,128,32,0.1,1.0,1.0,10000,0.9981,0.9977374485524082,0.9968317492079373,6992,8,11,2989
tops,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",pixels,pixels,pixels,784,32,1.0,0.863,0.8585691117004638,10000,0.8576,0.8534945118673767,0.8289694931539755,5125,875,549,3451
tops,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv1,random,conv1,3136,32,0.1,0.9045,0.8989428415950206,10000,0.9045,0.8993068080333007,0.8764393841376633,5658,342,613,3387
tops,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv2,random,conv2,1568,32,1.0,0.9195,0.9155027520648686,10000,0.9031,0.8985714495210673,0.8771395968048687,5572,428,541,3459
tops,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_fc,random,fc,128,32,1.0,0.8975,0.893339576870297,10000,0.8935,0.8890393543028117,0.8667917448405253,5470,530,535,3465
tops,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv1,trained,conv1,3136,32,0.1,0.9005,0.89506917393339,10000,0.8923,0.8866052224201711,0.8611934527645315,5582,418,659,3341
tops,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv2,trained,conv2,1568,32,0.1,0.9305,0.9277381333928064,10000,0.911,0.9078177163908676,0.8906902480962908,5484,516,374,3626
tops,9,50,2,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_fc,trained,fc,128,32,1.0,0.958,0.956062349618161,10000,0.9522,0.9499193491979615,0.9392321383168065,5828,172,306,3694
footwear,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",pixels,pixels,pixels,784,32,1.0,0.9645,0.9575551655811848,10000,0.9615,0.9539415279203047,0.9352832408808203,6833,167,218,2782
footwear,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv1,random,conv1,3136,32,0.1,0.9725,0.9674919283935841,10000,0.9705,0.9652049600647891,0.9516314149860633,6803,197,98,2902
footwear,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv2,random,conv2,1568,32,1.0,0.973,0.9675441759826903,10000,0.971,0.9651262842185709,0.9508141112618724,6907,93,197,2803
footwear,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_fc,random,fc,128,32,0.1,0.9855,0.982859380425708,10000,0.9871,0.9847166174760931,0.9786812097174021,6910,90,39,2961
footwear,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv1,trained,conv1,3136,32,0.1,0.961,0.9545386194427834,10000,0.962,0.9556730949544363,0.9389263902282224,6699,301,79,2921
footwear,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv2,trained,conv2,1568,32,1.0,0.9615,0.9540127050353998,10000,0.9682,0.9620193494932163,0.9466979550787797,6858,142,176,2824
footwear,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_fc,trained,fc,128,32,0.1,0.999,0.9988106551030627,10000,0.9981,0.9977383106101598,0.9968338610231628,6990,10,9,2991
tops,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",pixels,pixels,pixels,784,32,0.1,0.8705,0.8668530723653551,10000,0.8719,0.868615976180374,0.8478441620144911,5150,850,431,3569
tops,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv1,random,conv1,3136,32,0.1,0.917,0.9133958830698342,10000,0.9119,0.9082482577192923,0.8899437851342911,5557,443,438,3562
tops,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv2,random,conv2,1568,32,1.0,0.922,0.9187837555016196,10000,0.9108,0.9072363932844141,0.8890547263681592,5534,466,426,3574
tops,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_fc,random,fc,128,32,0.1,0.904,0.9009312462849217,10000,0.8932,0.8897940134539634,0.8704198010191702,5345,655,413,3587
tops,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv1,trained,conv1,3136,32,0.1,0.9075,0.9039786822293866,10000,0.8951,0.8911584005207132,0.8704458441398049,5427,573,476,3524
tops,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv2,trained,conv2,1568,32,0.01,0.9265,0.9231929776436703,10000,0.9197,0.9160578429828188,0.89857269167614,5640,360,443,3557
tops,9,50,2,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_fc,trained,fc,128,32,0.1,0.962,0.9604001254690762,10000,0.9586,0.9567127883890232,0.9476744186046512,5837,163,251,3749
footwear,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",pixels,pixels,pixels,784,32,1.0,0.9735,0.9685567332937622,10000,0.9662,0.9598761145358865,0.9439469320066335,6816,184,154,2846
footwear,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv1,random,conv1,3136,32,0.1,0.981,0.9775710378352982,10000,0.9766,0.9723514065335752,0.9615131578947368,6843,157,77,2923
footwear,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv2,random,conv2,1568,32,1.0,0.9765,0.971820641380189,10000,0.9755,0.9706215197367929,0.9586497890295359,6915,85,160,2840
footwear,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_fc,random,fc,128,32,0.1,0.9885,0.9863803742377081,10000,0.9887,0.9866097242623466,0.9813192263183997,6919,81,32,2968
footwear,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv1,trained,conv1,3136,32,0.1,0.9725,0.9676998695368366,10000,0.9719,0.9669531662506587,0.9541673462730387,6794,206,75,2925
footwear,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv2,trained,conv2,1568,32,0.1,0.972,0.9667298798948665,10000,0.9745,0.9697147395690289,0.9576763485477179,6860,140,115,2885
footwear,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_fc,trained,fc,128,32,0.1,0.999,0.9988106551030627,10000,0.9984,0.9980959630799625,0.9973351099267155,6990,10,6,2994
tops,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",pixels,pixels,pixels,784,32,0.1,0.8855,0.8821948286616381,10000,0.8766,0.8730160036880927,0.8516826923076923,5223,777,457,3543
tops,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv1,random,conv1,3136,32,0.1,0.9155,0.9113445180879478,10000,0.9138,0.909933269538504,0.891271442986882,5605,395,467,3533
tops,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv2,random,conv2,1568,32,1.0,0.9175,0.9138992448963776,10000,0.9027,0.8987755682589269,0.8788444776491097,5498,502,471,3529
tops,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_fc,random,fc,128,32,0.1,0.908,0.9049193881769326,10000,0.8973,0.8939512684497042,0.8751064088532166,5375,625,402,3598
tops,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv1,trained,conv1,3136,32,0.1,0.9055,0.9017045931779347,10000,0.9034,0.8994583657717143,0.8795511221945137,5507,493,473,3527
tops,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv2,trained,conv2,1568,32,0.01,0.93,0.9268978365936899,10000,0.9209,0.9173838837013244,0.9003401789089076,5636,364,427,3573
tops,9,50,2,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_fc,trained,fc,128,32,1.0,0.9645,0.9629663533672321,10000,0.959,0.9571084841510618,0.9481012658227848,5845,155,255,3745
footwear,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",pixels,pixels,pixels,784,32,1.0,0.9785,0.9745845985622567,10000,0.9733,0.968449322859249,0.9560783023523606,6827,173,94,2906
footwear,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv1,random,conv1,3136,32,1.0,0.9835,0.9805132169106303,10000,0.9834,0.9804294172550102,0.9728047182175622,6865,135,31,2969
footwear,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv2,random,conv2,1568,32,1.0,0.983,0.9796248820939868,10000,0.9786,0.9744456179823369,0.964142091152815,6909,91,123,2877
footwear,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_fc,random,fc,128,32,0.1,0.9905,0.988706579398245,10000,0.99,0.9881290279691972,0.9834162520729685,6935,65,35,2965
footwear,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv1,trained,conv1,3136,32,1.0,0.977,0.9729238477331374,10000,0.9803,0.9767339620084496,0.9676253081347576,6859,141,56,2944
footwear,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv2,trained,conv2,1568,32,1.0,0.978,0.9739572235559281,10000,0.9801,0.9764233091297869,0.9671128739051397,6875,125,74,2926
footwear,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_fc,trained,fc,128,32,0.1,0.9995,0.9994050450395779,10000,0.9986,0.9983336506538588,0.9976674441852715,6992,8,6,2994
tops,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",pixels,pixels,pixels,784,32,0.1,0.8875,0.8835355199841401,10000,0.8834,0.8796112753395033,0.8582543155847313,5304,696,470,3530
tops,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv1,random,conv1,3136,32,0.1,0.91,0.9061317847163772,10000,0.9127,0.9091190875681314,0.8910792264504055,5556,444,429,3571
tops,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv2,random,conv2,1568,32,0.1,0.9185,0.9150864542317291,10000,0.9089,0.9052256348241341,0.8865645623210061,5529,471,440,3560
tops,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_fc,random,fc,128,32,0.1,0.915,0.9119199279608634,10000,0.9064,0.9029097854322855,0.8845014807502468,5480,520,416,3584
tops,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv1,trained,conv1,3136,32,0.1,0.9055,0.9019414299793065,10000,0.9006,0.8969741323397742,0.8776464795667159,5441,559,435,3565
tops,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv2,trained,conv2,1568,32,0.01,0.9305,0.9276192271451851,10000,0.9273,0.9243677678563617,0.9094757813472792,5621,379,348,3652
tops,9,50,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_fc,trained,fc,128,32,0.1,0.965,0.9634801916559541,10000,0.9585,0.9566290061173062,0.9476208506878707,5831,169,246,3754
footwear,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",pixels,pixels,pixels,784,32,1.0,0.975,0.9705424548032884,10000,0.9685,0.9628528094225653,0.9483691198164236,6792,208,107,2893
footwear,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv1,random,conv1,3136,32,1.0,0.987,0.9846254099397908,10000,0.9864,0.9839662695583217,0.9777195281782438,6880,120,16,2984
footwear,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv2,random,conv2,1568,32,1.0,0.9815,0.977923463032988,10000,0.9815,0.9779782875199777,0.9691718046992168,6907,93,92,2908
footwear,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_fc,random,fc,128,32,0.1,0.9905,0.988706579398245,10000,0.9908,0.9890807636097363,0.9847480106100795,6938,62,30,2970
footwear,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv1,trained,conv1,3136,32,1.0,0.978,0.974148182617238,10000,0.9812,0.9778560417505016,0.9692508995747465,6849,151,37,2963
footwear,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv2,trained,conv2,1568,32,1.0,0.9765,0.9722203751726992,10000,0.9781,0.9740245812148689,0.9637357178340785,6871,129,90,2910
footwear,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_fc,trained,fc,128,32,0.01,1.0,1.0,10000,0.9974,0.9969000286914267,0.9956550802139037,6995,5,21,2979
tops,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",pixels,pixels,pixels,784,32,0.1,0.882,0.8780940101801833,10000,0.8811,0.8773657566308486,0.8559660811629316,5278,722,467,3533
tops,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv1,random,conv1,3136,32,0.1,0.9185,0.9154643019490665,10000,0.9159,0.9127879957373759,0.8963136481321662,5524,476,365,3635
tops,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv2,random,conv2,1568,32,0.1,0.925,0.9222822893772324,10000,0.9121,0.9087755237444702,0.8913607712272896,5515,485,394,3606
tops,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_fc,random,fc,128,32,0.1,0.9245,0.9218094433997461,10000,0.9097,0.9064892049243095,0.8891616545967841,5475,525,378,3622
tops,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv1,trained,conv1,3136,32,0.1,0.91,0.906916709071277,10000,0.9067,0.9035434786660868,0.8860944939567819,5438,562,371,3629
tops,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv2,trained,conv2,1568,32,0.01,0.932,0.9292833491405847,10000,0.9283,0.925646840598928,0.9116015287880656,5586,414,303,3697
tops,9,50,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_fc,trained,fc,128,32,1.0,0.9695,0.9682357759414122,10000,0.963,0.9614260276314748,0.9536340852130326,5825,175,195,3805
footwear,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",pixels,pixels,pixels,784,32,1.0,0.9065,0.8799172520700629,10000,0.9056,0.8788053016928896,0.8218195545488863,6879,121,823,2177
footwear,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv1,random,conv1,3136,32,1.0,0.894,0.868407821541143,10000,0.8957,0.8708426806763846,0.8141813646891145,6672,328,715,2285
footwear,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv2,random,conv2,1568,32,1.0,0.8955,0.8684438703813334,10000,0.9035,0.8787638348524225,0.8240014590552617,6776,224,741,2259
footwear,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_fc,random,fc,128,32,1.0,0.9315,0.9124463853937563,10000,0.9281,0.9081006585373881,0.8652296157450796,6973,27,692,2308
footwear,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv1,trained,conv1,3136,32,1.0,0.919,0.9010413866911661,10000,0.9185,0.9002536750982664,0.8575921719377949,6731,269,546,2454
footwear,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv2,trained,conv2,1568,32,1.0,0.943,0.9336147137745975,10000,0.9478,0.9388922470837906,0.9155613070203817,6648,352,170,2830
footwear,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_fc,trained,fc,128,32,1.0,0.9825,0.9788483788339957,10000,0.9818,0.9780089379409329,0.9688782489740082,6985,15,167,2833
tops,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",pixels,pixels,pixels,784,32,0.1,0.8265,0.8203170652961054,10000,0.821,0.8150748120529898,0.781973203410475,5000,1000,790,3210
tops,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv1,random,conv1,3136,32,0.1,0.8095,0.8059369539589243,10000,0.8269,0.8232501708198775,0.7978512203666939,4853,1147,584,3416
tops,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv2,random,conv2,1568,32,0.1,0.8375,0.8304076035837744,10000,0.8263,0.8199006654188281,0.7859519408502773,5074,926,811,3189
tops,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_fc,random,fc,128,32,0.1,0.8665,0.862207452099672,10000,0.8661,0.8617034289214651,0.8370451502981624,5222,778,561,3439
tops,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv1,trained,conv1,3136,32,0.1,0.864,0.857911656572474,10000,0.8635,0.8574814040639726,0.8281938325991189,5345,655,710,3290
tops,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv2,trained,conv2,1568,32,1.0,0.877,0.8725429545786612,10000,0.8757,0.871533044548299,0.8483961458714477,5279,721,522,3478
tops,9,50,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_fc,trained,fc,128,32,0.1,0.947,0.9454417621693179,10000,0.9414,0.9395530407419932,0.9289869122636937,5581,419,167,3833
footwear,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",pixels,pixels,pixels,784,32,1.0,0.9395,0.9242659192568297,10000,0.9314,0.9140199862672622,0.8753633720930233,6905,95,591,2409
footwear,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv1,random,conv1,3136,32,0.1,0.9205,0.8996870424995718,10000,0.9245,0.9051898581880129,0.8624020411882631,6879,121,634,2366
footwear,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv2,random,conv2,1568,32,1.0,0.946,0.9347648817613482,10000,0.946,0.9350627361311321,0.9084124830393487,6782,218,322,2678
footwear,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_fc,random,fc,128,32,1.0,0.9675,0.9607969793167879,10000,0.9639,0.9563759882757025,0.9382589362066017,6896,104,257,2743
footwear,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv1,trained,conv1,3136,32,1.0,0.9335,0.9223799815054257,10000,0.9282,0.9155215840940745,0.8827946457721189,6578,422,296,2704
footwear,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv2,trained,conv2,1568,32,1.0,0.9465,0.936815582104165,10000,0.9526,0.9438056146584548,0.9215751158173395,6741,259,215,2785
footwear,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_fc,trained,fc,128,32,1.0,0.994,0.9928639306183761,10000,0.9929,0.9915500324187172,0.9881725803764785,6963,37,34,2966
tops,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",pixels,pixels,pixels,784,32,0.1,0.8485,0.8432802529239483,10000,0.8526,0.8473413111894137,0.819007858546169,5191,809,665,3335
tops,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv1,random,conv1,3136,32,0.1,0.8525,0.8459963890068568,10000,0.8525,0.8468970934954609,0.8176085074811426,5219,781,694,3306
tops,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv2,random,conv2,1568,32,0.1,0.859,0.8528145306505911,10000,0.8511,0.8455780550092451,0.8163768652114934,5201,799,690,3310
tops,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_fc,random,fc,128,32,0.1,0.854,0.8477248952065675,10000,0.8606,0.85533346694405,0.8277310924369747,5257,743,651,3349
tops,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv1,trained,conv1,3136,32,0.1,0.848,0.8357593052618613,10000,0.839,0.8257035438561712,0.7775628626692457,5576,424,1186,2814
tops,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv2,trained,conv2,1568,32,0.1,0.901,0.8960126633467747,10000,0.8955,0.890558010145639,0.8673015873015874,5540,460,585,3415
tops,9,50,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_fc,trained,fc,128,32,0.1,0.958,0.9560039428847377,10000,0.9517,0.949356841852395,0.9384634985348452,5834,166,317,3683
footwear,9,50,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",pixels,pixels,pixels,784,32,1.0,0.941,0.9261021118513425,10000,0.9384,0.9229667062104241,0.88848660391021,6930,70,546,2454
footwear,9,50,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv1,random,conv1,3136,32,1.0,0.913,0.8897784039152739,10000,0.9115,0.8876292059388308,0.8358375069560379,6862,138,747,2253
footwear,9,50,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv2,random,conv2,1568,32,1.0,0.9455,0.9335890459700888,10000,0.9508,0.9404318083682557,0.9155799588194921,6840,160,332,2668
footwear,9,50,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_fc,random,fc,128,32,1.0,0.9715,0.9655183991100117,10000,0.9684,0.9616553083056398,0.9455735446090251,6939,61,255,2745
footwear,9,50,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv1,trained,conv1,3136,32,1.0,0.917,0.896158619585235,10000,0.9122,0.8895055102268061,0.8394294074615948,6827,173,705,2295
footwear,9,50,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv2,trained,conv2,1568,32,1.0,0.947,0.936844538661271,10000,0.9542,0.9452877615268891,0.9232059020791415,6789,211,247,2753
footwear,9,50,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_fc,trained,fc,128,32,0.1,0.995,0.994041937609554,10000,0.9919,0.9903377676657547,0.9864525840441546,6970,30,51,2949
tops,9,50,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",pixels,pixels,pixels,784,32,0.1,0.8735,0.868788149651005,10000,0.8734,0.868480710358746,0.8430448797421275,5334,666,600,3400
tops,9,50,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv1,random,conv1,3136,32,0.1,0.908,0.9042854125766887,10000,0.9045,0.9008880832491115,0.8819676183413669,5477,523,432,3568
tops,9,50,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv2,random,conv2,1568,32,0.1,0.888,0.8848654622086299,10000,0.8858,0.8830258408413945,0.8650118203309692,5199,801,341,3659
