target,repeat,sampling_seed,projection_seed,sample_size,examples_per_original_class,training_class_counts,condition,family,layer,original_feature_count,feature_count,selected_c,validation_accuracy,validation_macro_f1,n_test,test_accuracy,test_macro_f1,test_target_f1,true_negative,false_positive,false_negative,true_positive
tops,1,42,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",pixels,pixels,pixels,784,32,1.0,0.9055,0.9016237545840597,10000,0.9001,0.8963544563055132,0.8766514384491912,5451,549,450,3550
tops,1,42,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv1,random,conv1,3136,32,0.1,0.9185,0.9156600853074953,10000,0.9165,0.9135640750184743,0.8976339340443791,5504,496,339,3661
tops,1,42,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv2,random,conv2,1568,32,1.0,0.9175,0.9147216086915737,10000,0.9082,0.9053066406162966,0.8887542413960252,5415,585,333,3667
tops,1,42,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_fc,random,fc,128,32,0.1,0.9115,0.9084508408169598,10000,0.9053,0.9019477900662634,0.8838179364495155,5451,549,398,3602
tops,1,42,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv1,trained,conv1,3136,32,0.1,0.8935,0.890574818697116,10000,0.8972,0.8941776066227525,0.8762936221419976,5331,669,359,3641
tops,1,42,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv2,trained,conv2,1568,32,0.1,0.9265,0.9241366871110553,10000,0.9215,0.918993596252877,0.9047445698337581,5487,513,272,3728
tops,1,42,2,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_fc,trained,fc,128,32,0.1,0.9585,0.9570045204825544,10000,0.9571,0.955484522181082,0.9470043236565782,5738,262,167,3833
footwear,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",pixels,pixels,pixels,784,32,0.1,0.9695,0.9638783838478344,10000,0.9643,0.9576166344808339,0.940786200033173,6807,193,164,2836
footwear,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv1,random,conv1,3136,32,1.0,0.9895,0.9875177982822707,10000,0.9875,0.9851542841024652,0.979253112033195,6925,75,50,2950
footwear,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv2,random,conv2,1568,32,1.0,0.99,0.9880838752191077,10000,0.9903,0.9884753697086546,0.9838897193157283,6941,59,38,2962
footwear,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_fc,random,fc,128,32,1.0,0.9895,0.9875177982822707,10000,0.991,0.9893019834217829,0.9850398936170213,6947,53,37,2963
footwear,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv1,trained,conv1,3136,32,1.0,0.9735,0.9683768524526585,10000,0.9748,0.9698905147426793,0.9577323045957732,6893,107,145,2855
footwear,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv2,trained,conv2,1568,32,1.0,0.988,0.985781569359282,10000,0.9876,0.9852605104922343,0.9793882978723404,6930,70,54,2946
footwear,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_fc,trained,fc,128,32,0.01,0.9995,0.9994044781456879,10000,0.9973,0.9967811072454593,0.9954887218045113,6994,6,21,2979
tops,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",pixels,pixels,pixels,784,32,0.1,0.899,0.8950501057811805,10000,0.8962,0.8922527931335424,0.8716299777393025,5438,562,476,3524
tops,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv1,random,conv1,3136,32,0.1,0.9205,0.9177297764655936,10000,0.9173,0.9144247671652612,0.8987388269866536,5503,497,330,3670
tops,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv2,random,conv2,1568,32,1.0,0.922,0.9192973489179119,10000,0.9095,0.9066036666946373,0.890156572399563,5428,572,333,3667
tops,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_fc,random,fc,128,32,0.1,0.9135,0.9106201591839466,10000,0.9057,0.9023768847511503,0.8843654199877375,5451,549,394,3606
tops,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv1,trained,conv1,3136,32,0.1,0.8975,0.8943187567967861,10000,0.9015,0.8982732677256844,0.8801557367076287,5398,602,383,3617
tops,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv2,trained,conv2,1568,32,0.1,0.928,0.9257520696610582,10000,0.9232,0.9208135614694628,0.9070667957405615,5484,516,252,3748
tops,1,42,2,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_fc,trained,fc,128,32,0.1,0.9595,0.9581046220687783,10000,0.9562,0.9545916715154052,0.9460458240946046,5722,278,160,3840
footwear,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",pixels,pixels,pixels,784,32,1.0,0.957,0.9479488833824995,10000,0.9535,0.9435693137209393,0.9198966408268734,6865,135,330,2670
footwear,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv1,random,conv1,3136,32,1.0,0.9505,0.9402907838824923,10000,0.9503,0.9397716210155549,0.9145901357621584,6842,158,339,2661
footwear,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv2,random,conv2,1568,32,1.0,0.9315,0.9152850241545893,10000,0.9369,0.9228054019238288,0.8898201501658809,6821,179,452,2548
footwear,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_fc,random,fc,128,32,1.0,0.957,0.9487115873644436,10000,0.9559,0.9473033152703199,0.926019124308002,6799,201,240,2760
footwear,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv1,trained,conv1,3136,32,0.1,0.9475,0.936222920935555,10000,0.9442,0.9322209997708633,0.9037267080745341,6823,177,381,2619
footwear,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv2,trained,conv2,1568,32,1.0,0.93,0.9165871265337542,10000,0.9384,0.9264415919491564,0.8967828418230563,6708,292,324,2676
footwear,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_fc,trained,fc,128,32,1.0,0.997,0.9964387083907591,10000,0.9953,0.9944127287549211,0.9921862011637572,6969,31,16,2984
tops,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",pixels,pixels,pixels,784,32,1.0,0.826,0.8163702735133116,10000,0.8219,0.8117778633414074,0.7681291498502799,5269,731,1050,2950
tops,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv1,random,conv1,3136,32,1.0,0.8365,0.8278221956145208,10000,0.8347,0.8258606720402222,0.7866270814508842,5300,700,953,3047
tops,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv2,random,conv2,1568,32,1.0,0.766,0.7611845247572042,10000,0.7736,0.769510601779313,0.7388094139363175,4534,1466,798,3202
tops,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_fc,random,fc,128,32,1.0,0.84,0.832618474735851,10000,0.8315,0.82345257095229,0.7857596948506039,5225,775,910,3090
tops,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv1,trained,conv1,3136,32,1.0,0.8395,0.8284775835964724,10000,0.837,0.825491843210395,0.7806781485468245,5469,531,1099,2901
tops,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv2,trained,conv2,1568,32,1.0,0.859,0.8530018890821063,10000,0.8532,0.8474589656304683,0.8178660049627792,5236,764,704,3296
tops,1,42,3,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_fc,trained,fc,128,32,1.0,0.917,0.9137540473251285,10000,0.9076,0.9041771105665477,0.8860665844636252,5483,517,407,3593
footwear,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",pixels,pixels,pixels,784,32,0.1,0.961,0.952838402600418,10000,0.9583,0.9495885793397968,0.9286325517713503,6870,130,287,2713
footwear,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv1,random,conv1,3136,32,1.0,0.9555,0.9473960295823451,10000,0.9592,0.9516392194740708,0.9325173668541185,6773,227,181,2819
footwear,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv2,random,conv2,1568,32,1.0,0.9415,0.9302573236516192,10000,0.9459,0.9357961891442369,0.9103265373777557,6713,287,254,2746
footwear,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_fc,random,fc,128,32,1.0,0.968,0.9620486157232585,10000,0.9673,0.9612220711306039,0.9458698890912101,6816,184,143,2857
footwear,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv1,trained,conv1,3136,32,0.1,0.9455,0.9362168580014635,10000,0.9405,0.9302528220323623,0.9035187287173666,6619,381,214,2786
footwear,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv2,trained,conv2,1568,32,1.0,0.936,0.9264705882352942,10000,0.9426,0.9337216122968348,0.9094637223974763,6543,457,117,2883
footwear,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_fc,trained,fc,128,32,1.0,0.996,0.9952380952380953,10000,0.994,0.9928421041178945,0.9899631983941117,6981,19,41,2959
tops,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",pixels,pixels,pixels,784,32,1.0,0.8335,0.8268834418690973,10000,0.8331,0.8255754486982749,0.7893474693929067,5204,796,873,3127
tops,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv1,random,conv1,3136,32,1.0,0.869,0.8630164202530746,10000,0.8702,0.863736069742609,0.8340577857325492,5440,560,738,3262
tops,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv2,random,conv2,1568,32,1.0,0.8255,0.8204007738719663,10000,0.8272,0.8223033922776015,0.7928057553956834,4966,1034,694,3306
tops,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_fc,random,fc,128,32,1.0,0.8615,0.8572014421107792,10000,0.8603,0.8556596765551361,0.8297794565614719,5198,802,595,3405
tops,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv1,trained,conv1,3136,32,1.0,0.8745,0.8696182125176386,10000,0.8775,0.872631961735522,0.8477315102548166,5365,635,590,3410
tops,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv2,trained,conv2,1568,32,1.0,0.8915,0.8879703663549714,10000,0.8866,0.8827940848345095,0.8616735789216882,5334,666,468,3532
tops,1,42,3,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_fc,trained,fc,128,32,1.0,0.95,0.9480235972868318,10000,0.9422,0.9398859430412446,0.9280915650659368,5692,308,270,3730
footwear,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",pixels,pixels,pixels,784,32,0.1,0.954,0.9448134213759214,10000,0.9513,0.9415226299196955,0.9176112332938589,6801,199,288,2712
footwear,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv1,random,conv1,3136,32,0.1,0.958,0.9500948198422996,10000,0.9588,0.9510823713974541,0.9316522893165229,6780,220,192,2808
footwear,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv2,random,conv2,1568,32,1.0,0.939,0.9271720923457869,10000,0.9427,0.932340227202934,0.905864958107442,6670,330,243,2757
footwear,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_fc,random,fc,128,32,1.0,0.9705,0.9648306162003892,10000,0.9661,0.9595540064435121,0.943282583235737,6842,158,181,2819
footwear,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv1,trained,conv1,3136,32,0.1,0.943,0.9339589850538755,10000,0.9383,0.9282848594193205,0.9014849113843206,6560,440,177,2823
footwear,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv2,trained,conv2,1568,32,1.0,0.9375,0.9286894170245745,10000,0.9427,0.9340423083023432,0.9101458366002823,6525,475,98,2902
footwear,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_fc,trained,fc,128,32,1.0,0.9965,0.995831347019815,10000,0.9948,0.993798869381245,0.9913072550986293,6983,17,35,2965
tops,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",pixels,pixels,pixels,784,32,1.0,0.8265,0.822200770172975,10000,0.8323,0.8273031887359169,0.7979274611398963,5012,988,689,3311
tops,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv1,random,conv1,3136,32,1.0,0.869,0.864613476643241,10000,0.8696,0.8649581861249839,0.8399214338325559,5275,725,579,3421
tops,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv2,random,conv2,1568,32,1.0,0.836,0.831855403849486,10000,0.8381,0.8343581353702461,0.8094621631163941,4942,1058,561,3439
tops,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_fc,random,fc,128,32,1.0,0.863,0.8589721022112556,10000,0.8582,0.8536990271624987,0.8280378365268009,5168,832,586,3414
tops,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv1,trained,conv1,3136,32,1.0,0.877,0.873250234950784,10000,0.882,0.8781030218715409,0.8563078421821725,5304,696,484,3516
tops,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv2,trained,conv2,1568,32,1.0,0.882,0.8788197453982312,10000,0.8815,0.8781462421756134,0.8579307037525477,5237,763,422,3578
tops,1,42,3,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_fc,trained,fc,128,32,1.0,0.952,0.9504835589941973,10000,0.946,0.9442330809363886,0.9343065693430657,5620,380,160,3840
footwear,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",pixels,pixels,pixels,784,32,0.1,0.96,0.9516291308722236,10000,0.9585,0.949860575550574,0.9290477004616173,6868,132,283,2717
footwear,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv1,random,conv1,3136,32,1.0,0.9595,0.9520799519379666,10000,0.9607,0.9535430103951947,0.9353086419753086,6766,234,159,2841
footwear,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv2,random,conv2,1568,32,1.0,0.9565,0.9469930917375939,10000,0.9602,0.9519289394741384,0.9319890635680109,6875,125,273,2727
footwear,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_fc,random,fc,128,32,1.0,0.9765,0.9717653193417475,10000,0.9777,0.9731806675909114,0.9621713316369805,6941,59,164,2836
footwear,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv1,trained,conv1,3136,32,0.1,0.949,0.9407062237537843,10000,0.9495,0.9409823337452766,0.9185615223351072,6647,353,152,2848
footwear,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv2,trained,conv2,1568,32,1.0,0.951,0.9416666666666667,10000,0.9574,0.9493146556173567,0.929070929070929,6784,216,210,2790
footwear,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_fc,trained,fc,128,32,1.0,0.9985,0.9982151351187337,10000,0.9981,0.997739171150396,0.9968359700249791,6988,12,7,2993
tops,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",pixels,pixels,pixels,784,32,1.0,0.8545,0.8491395902040271,10000,0.853,0.8468877529742418,0.8162959260184953,5264,736,734,3266
tops,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv1,random,conv1,3136,32,0.1,0.889,0.8844230366753818,10000,0.8844,0.8794416974208532,0.8549924736578023,5436,564,592,3408
tops,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv2,random,conv2,1568,32,0.1,0.883,0.8798065810519697,10000,0.8788,0.8755002793231357,0.8552317247969422,5208,792,420,3580
tops,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_fc,random,fc,128,32,0.1,0.9065,0.9033511565171168,10000,0.8978,0.8943621033906829,0.8753050268423621,5391,609,413,3587
tops,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv1,trained,conv1,3136,32,0.1,0.884,0.8799350821409644,10000,0.8873,0.8832025964135363,0.8613264427217916,5373,627,500,3500
tops,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv2,trained,conv2,1568,32,0.1,0.8905,0.8867273115192893,10000,0.894,0.8905396473864854,0.8710775966918025,5359,641,419,3581
tops,1,42,3,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_fc,trained,fc,128,32,1.0,0.9675,0.9662493266091607,10000,0.9596,0.9579445914579385,0.9496007984031936,5790,210,194,3806
footwear,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",pixels,pixels,pixels,784,32,1.0,0.9705,0.9643085183770297,10000,0.9731,0.9676356399653357,0.9543371244270922,6920,80,189,2811
footwear,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv1,random,conv1,3136,32,1.0,0.98,0.9762803848270366,10000,0.981,0.9773981556133655,0.9683754993342211,6901,99,91,2909
footwear,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv2,random,conv2,1568,32,1.0,0.96,0.9511823035850495,10000,0.9695,0.9631283374068058,0.9478007872668149,6926,74,231,2769
footwear,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_fc,random,fc,128,32,1.0,0.9835,0.9803664863060704,10000,0.9838,0.9806625386677605,0.9728734092431346,6933,67,95,2905
footwear,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv1,trained,conv1,3136,32,1.0,0.967,0.9611516076171103,10000,0.959,0.9517338155242885,0.9330065359477124,6735,265,145,2855
footwear,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv2,trained,conv2,1568,32,1.0,0.967,0.9602136886612629,10000,0.9693,0.9631146937783679,0.9480101608806096,6894,106,201,2799
footwear,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_fc,trained,fc,128,32,1.0,0.999,0.9988106551030627,10000,0.9982,0.9978587726370557,0.9970039946737683,6987,13,5,2995
tops,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",pixels,pixels,pixels,784,32,1.0,0.8735,0.8686843600218098,10000,0.8734,0.8683743811880416,0.8426547352721849,5344,656,610,3390
tops,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv1,random,conv1,3136,32,0.1,0.8975,0.8938472575956817,10000,0.8968,0.8931673302714593,0.8734673859735165,5406,594,438,3562
tops,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv2,random,conv2,1568,32,0.1,0.903,0.9005486230085374,10000,0.8982,0.8957467585946761,0.8797543113630995,5258,742,276,3724
tops,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_fc,random,fc,128,32,0.1,0.9145,0.9116205762803582,10000,0.9055,0.9023465665378306,0.8847982445446788,5426,574,371,3629
tops,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv1,trained,conv1,3136,32,0.1,0.899,0.8952994642649815,10000,0.9042,0.900827812403157,0.8825404610102991,5443,557,401,3599
tops,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv2,trained,conv2,1568,32,0.1,0.9,0.8974396842783241,10000,0.8976,0.895005389996737,0.878500237304224,5274,726,298,3702
tops,1,42,3,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_fc,trained,fc,128,32,1.0,0.9685,0.9673522267206478,10000,0.9611,0.9596287585171774,0.9519218885181066,5760,240,149,3851
footwear,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",pixels,pixels,pixels,784,32,1.0,0.9705,0.964380143560096,10000,0.9715,0.9655875963207707,0.9513236549957301,6930,70,215,2785
footwear,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv1,random,conv1,3136,32,1.0,0.9805,0.9767967565435378,10000,0.979,0.9749521705733328,0.9648829431438127,6905,95,115,2885
footwear,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv2,random,conv2,1568,32,1.0,0.96,0.9511823035850495,10000,0.969,0.9625426964927978,0.9469904240766074,6921,79,231,2769
footwear,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_fc,random,fc,128,32,0.1,0.9885,0.9862899012306602,10000,0.9846,0.9816210088767663,0.9742216270505524,6936,64,90,2910
footwear,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv1,trained,conv1,3136,32,1.0,0.97,0.9645858492136288,10000,0.966,0.9598119311851661,0.9440421329822252,6792,208,132,2868
footwear,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv2,trained,conv2,1568,32,1.0,0.966,0.9591699000503171,10000,0.9702,0.9642556914654922,0.9496791624451199,6890,110,188,2812
footwear,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_fc,trained,fc,128,32,1.0,0.999,0.9988106551030627,10000,0.9982,0.9978587726370557,0.9970039946737683,6987,13,5,2995
tops,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",pixels,pixels,pixels,784,32,1.0,0.887,0.8834300451321728,10000,0.8846,0.8805378867570388,0.8585090730750368,5345,655,499,3501
tops,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv1,random,conv1,3136,32,0.1,0.9065,0.9033511565171168,10000,0.9043,0.9010400361302104,0.8830788026878437,5429,571,386,3614
tops,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv2,random,conv2,1568,32,1.0,0.9145,0.911686121112414,10000,0.9097,0.9069570098418773,0.8909815284317276,5407,593,310,3690
tops,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_fc,random,fc,128,32,1.0,0.9175,0.9146575634734372,10000,0.9126,0.9095303990073766,0.8928658985045355,5484,516,358,3642
tops,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv1,trained,conv1,3136,32,0.1,0.904,0.9008222455703185,10000,0.911,0.908067542136364,0.8916484051619187,5448,552,338,3662
tops,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv2,trained,conv2,1568,32,0.1,0.9045,0.90150067080106,10000,0.9044,0.9013224892116374,0.8838960408064125,5405,595,361,3639
tops,1,42,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_fc,trained,fc,128,32,1.0,0.965,0.9636891793754538,10000,0.9593,0.9577673671974368,0.9497220506485485,5749,251,156,3844
footwear,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",pixels,pixels,pixels,784,32,1.0,0.976,0.9711787529766944,10000,0.9761,0.9712960215000725,0.9595532238957523,6926,74,165,2835
footwear,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv1,random,conv1,3136,32,1.0,0.9795,0.9754896026595574,10000,0.9784,0.9740710609464034,0.9634764964491038,6935,65,151,2849
footwear,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv2,random,conv2,1568,32,1.0,0.9665,0.9593456346161606,10000,0.9745,0.9692774308356354,0.956610515569168,6934,66,189,2811
footwear,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_fc,random,fc,128,32,0.1,0.9875,0.9850401477554687,10000,0.9848,0.9818070536542544,0.9744279946164199,6952,48,104,2896
footwear,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv1,trained,conv1,3136,32,1.0,0.973,0.9679483755168324,10000,0.9661,0.9597155796335708,0.9436783518856953,6821,179,160,2840
footwear,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv2,trained,conv2,1568,32,1.0,0.9715,0.9660552543042087,10000,0.9753,0.970569983988284,0.9587714905691871,6881,119,128,2872
footwear,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_fc,trained,fc,128,32,1.0,0.999,0.9988106551030627,10000,0.9983,0.9979779217362696,0.9971709103012149,6987,13,4,2996
tops,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",pixels,pixels,pixels,784,32,1.0,0.9015,0.8987945506259711,10000,0.8929,0.8894563155046806,0.8699453551912568,5347,653,418,3582
tops,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv1,random,conv1,3136,32,0.1,0.9165,0.9137200380561796,10000,0.912,0.909080329347415,0.8927875243664717,5456,544,336,3664
tops,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv2,random,conv2,1568,32,0.1,0.9125,0.9097193328826179,10000,0.9087,0.9060450578882331,0.8902512321192451,5384,616,297,3703
tops,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_fc,random,fc,128,32,1.0,0.926,0.9230121796812496,10000,0.9213,0.9180921264583881,0.9018825582845031,5596,404,383,3617
tops,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv1,trained,conv1,3136,32,0.1,0.918,0.9153479354703506,10000,0.9162,0.913393964448119,0.8978048780487805,5481,519,319,3681
tops,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv2,trained,conv2,1568,32,0.1,0.9135,0.910242684584233,10000,0.9132,0.9099135564529605,0.8927070457354759,5521,479,389,3611
tops,1,42,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_fc,trained,fc,128,32,1.0,0.974,0.9729940555761563,10000,0.9654,0.964002992121233,0.9569115815691158,5812,188,158,3842
footwear,1,42,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",pixels,pixels,pixels,784,32,1.0,0.9785,0.9742939735209993,10000,0.9782,0.9740029524059886,0.9635573386827148,6900,100,118,2882
