task,task_category,condition,family,layer,sample_size,original_feature_count,feature_count,source_seed,n_sampling_repeats,n_projection_seeds,n_runs,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,selected_c_mode
footwear_three_way,within_footwear,random_conv2,random,conv2,10,1568,32,42,10,5,50,0.7182733333333334,0.04386252952804523,0.7075129249459343,0.04981676634115932,0.7182733333333334,0.043862529528045216,1.0
footwear_three_way,within_footwear,random_conv2,random,conv2,20,1568,32,42,10,5,50,0.7773600000000002,0.03250242202731549,0.7744845109123881,0.03403595667715939,0.7773600000000002,0.0325024220273155,0.1
footwear_three_way,within_footwear,random_conv2,random,conv2,30,1568,32,42,10,5,50,0.7985066666666667,0.032811371846495234,0.7963922494270972,0.034645939489116324,0.7985066666666666,0.03281137184649523,1.0
footwear_three_way,within_footwear,random_conv2,random,conv2,50,1568,32,42,10,5,50,0.8210933333333333,0.01963118441053785,0.8197463440256609,0.020362692490910255,0.8210933333333333,0.01963118441053785,0.1
footwear_three_way,within_footwear,random_conv2,random,conv2,80,1568,32,42,10,5,50,0.8364666666666666,0.014678103147823314,0.8357515721298653,0.014968791701979591,0.8364666666666666,0.014678103147823305,0.1
footwear_three_way,within_footwear,random_conv2,random,conv2,110,1568,32,42,10,5,50,0.8443733333333333,0.014727092592763433,0.8439869049355402,0.015026300790329688,0.8443733333333334,0.014727092592763434,0.1
footwear_three_way,within_footwear,random_conv2,random,conv2,150,1568,32,42,10,5,50,0.8526933333333333,0.014040731160423033,0.8525294471030916,0.014201056298645818,0.8526933333333333,0.014040731160423037,0.1
footwear_three_way,within_footwear,random_conv2,random,conv2,200,1568,32,42,10,5,50,0.8579133333333334,0.011073002448295333,0.8578363296563626,0.011093231317390479,0.8579133333333334,0.01107300244829535,0.1
footwear_three_way,within_footwear,fine_conv2,fine,conv2,10,1568,32,42,10,5,50,0.7401733333333336,0.04077782510640021,0.733269760482373,0.04490850977395408,0.7401733333333336,0.040777825106400205,0.1
footwear_three_way,within_footwear,fine_conv2,fine,conv2,20,1568,32,42,10,5,50,0.8031600000000002,0.02904287549090215,0.8016301211076446,0.030207506998902227,0.80316,0.029042875490902148,0.1
footwear_three_way,within_footwear,fine_conv2,fine,conv2,30,1568,32,42,10,5,50,0.8270333333333333,0.03385638938281542,0.8256479834660553,0.036399430110875944,0.8270333333333333,0.033856389382815426,0.1
footwear_three_way,within_footwear,fine_conv2,fine,conv2,50,1568,32,42,10,5,50,0.8531666666666666,0.02312906212407302,0.8529379179337865,0.02380301947489923,0.8531666666666666,0.023129062124073008,0.1
footwear_three_way,within_footwear,fine_conv2,fine,conv2,80,1568,32,42,10,5,50,0.86812,0.01591427716508277,0.8681975034411253,0.016136564468394538,0.86812,0.015914277165082775,0.1
footwear_three_way,within_footwear,fine_conv2,fine,conv2,110,1568,32,42,10,5,50,0.87736,0.013870446894464306,0.8775068902661051,0.014039562475569567,0.87736,0.013870446894464285,0.1
footwear_three_way,within_footwear,fine_conv2,fine,conv2,150,1568,32,42,10,5,50,0.8825799999999999,0.013852610942778003,0.8827874284861957,0.013910730662194615,0.8825799999999999,0.013852610942778005,0.1
footwear_three_way,within_footwear,fine_conv2,fine,conv2,200,1568,32,42,10,5,50,0.88876,0.012605840348201853,0.8889301538230902,0.012647825740890581,0.8887599999999999,0.012605840348201867,0.1
footwear_three_way,within_footwear,coarse_conv2,coarse,conv2,10,1568,32,42,10,5,50,0.7294066666666665,0.05039424120358656,0.7200277760848084,0.05446325204962089,0.7294066666666665,0.05039424120358657,0.1
footwear_three_way,within_footwear,coarse_conv2,coarse,conv2,20,1568,32,42,10,5,50,0.7920133333333336,0.03543938391073961,0.7889653759817779,0.03802694064043035,0.7920133333333336,0.03543938391073961,0.1
footwear_three_way,within_footwear,coarse_conv2,coarse,conv2,30,1568,32,42,10,5,50,0.8088466666666666,0.034450872708619275,0.8065667747038832,0.037945299768978924,0.8088466666666666,0.03445087270861926,0.1
footwear_three_way,within_footwear,coarse_conv2,coarse,conv2,50,1568,32,42,10,5,50,0.8314199999999999,0.019918406123340573,0.8303810674849895,0.020933459612885338,0.8314199999999999,0.019918406123340584,0.1
footwear_three_way,within_footwear,coarse_conv2,coarse,conv2,80,1568,32,42,10,5,50,0.8470799999999999,0.01448348187300045,0.8465785973873154,0.014998113443840855,0.8470799999999999,0.014483481873000475,1.0
footwear_three_way,within_footwear,coarse_conv2,coarse,conv2,110,1568,32,42,10,5,50,0.8569600000000002,0.012797682613352646,0.8567942951958852,0.01310618668194789,0.8569600000000002,0.012797682613352656,0.1
footwear_three_way,within_footwear,coarse_conv2,coarse,conv2,150,1568,32,42,10,5,50,0.86164,0.012642626668153049,0.8616094640028947,0.01288184894612905,0.86164,0.012642626668153061,0.1
footwear_three_way,within_footwear,coarse_conv2,coarse,conv2,200,1568,32,42,10,5,50,0.8669933333333333,0.010107918810305956,0.8670658503011677,0.010092437055367307,0.8669933333333333,0.01010791881030594,0.1
footwear_three_way,within_footwear,random_fc,random,fc,10,128,32,42,10,5,50,0.7267600000000001,0.046313828420330855,0.717981266011828,0.05164215768842901,0.7267600000000001,0.04631382842033087,0.1
footwear_three_way,within_footwear,random_fc,random,fc,20,128,32,42,10,5,50,0.7792333333333332,0.02914272097696169,0.7773528380772713,0.030261609735895353,0.7792333333333332,0.029142720976961682,0.1
footwear_three_way,within_footwear,random_fc,random,fc,30,128,32,42,10,5,50,0.7959466666666667,0.02752902899925319,0.7947322853709909,0.02888738951049751,0.7959466666666667,0.027529028999253205,0.1
footwear_three_way,within_footwear,random_fc,random,fc,50,128,32,42,10,5,50,0.8244066666666667,0.0224115586067474,0.823770946226681,0.023081327327416974,0.8244066666666667,0.0224115586067474,1.0
footwear_three_way,within_footwear,random_fc,random,fc,80,128,32,42,10,5,50,0.8409266666666667,0.020507096277445677,0.8408097803302715,0.020742237817965657,0.8409266666666667,0.020507096277445694,0.1
footwear_three_way,within_footwear,random_fc,random,fc,110,128,32,42,10,5,50,0.8500466666666666,0.017498430120709185,0.8500531745362377,0.017616200229842036,0.8500466666666666,0.017498430120709174,0.1
footwear_three_way,within_footwear,random_fc,random,fc,150,128,32,42,10,5,50,0.85568,0.018019384875531046,0.8557989251614556,0.018055366187340147,0.8556800000000001,0.018019384875531057,0.1
footwear_three_way,within_footwear,random_fc,random,fc,200,128,32,42,10,5,50,0.86334,0.01631040873511685,0.8635073686212678,0.0162694037593628,0.8633400000000002,0.01631040873511685,0.1
footwear_three_way,within_footwear,fine_fc,fine,fc,10,128,32,42,10,5,50,0.9023466666666667,0.030452145276276307,0.9027260421069753,0.030399116281175875,0.9023466666666667,0.030452145276276314,1.0
footwear_three_way,within_footwear,fine_fc,fine,fc,20,128,32,42,10,5,50,0.9302866666666668,0.019972317576779995,0.9303050041742376,0.020419432987856225,0.9302866666666668,0.019972317576779985,1.0
footwear_three_way,within_footwear,fine_fc,fine,fc,30,128,32,42,10,5,50,0.9354066666666667,0.019856091099244494,0.9354816286764565,0.02029409356888599,0.9354066666666667,0.019856091099244508,1.0
footwear_three_way,within_footwear,fine_fc,fine,fc,50,128,32,42,10,5,50,0.9445066666666665,0.009417559707217272,0.9446989978171717,0.00934738608270537,0.9445066666666664,0.009417559707217272,1.0
footwear_three_way,within_footwear,fine_fc,fine,fc,80,128,32,42,10,5,50,0.9508533333333332,0.007497893884179261,0.9509860755907973,0.0074530805212777,0.9508533333333332,0.007497893884179245,0.1
footwear_three_way,within_footwear,fine_fc,fine,fc,110,128,32,42,10,5,50,0.9543133333333332,0.005632111528734931,0.9544406331171964,0.005579471515394289,0.9543133333333332,0.005632111528734908,0.1
footwear_three_way,within_footwear,fine_fc,fine,fc,150,128,32,42,10,5,50,0.9565333333333333,0.0053744165954544895,0.9566433870458871,0.005326945913343627,0.9565333333333333,0.00537441659545448,0.1
footwear_three_way,within_footwear,fine_fc,fine,fc,200,128,32,42,10,5,50,0.9584266666666665,0.0042169294908814626,0.958515883680543,0.004173359263805571,0.9584266666666665,0.004216929490881449,0.1
footwear_three_way,within_footwear,coarse_fc,coarse,fc,10,128,32,42,10,5,50,0.6533599999999999,0.07335274449341724,0.6411796957255379,0.07116434653760456,0.6533599999999999,0.07335274449341724,1.0
footwear_three_way,within_footwear,coarse_fc,coarse,fc,20,128,32,42,10,5,50,0.7300399999999999,0.05090623811837876,0.7252736582440258,0.05297935444751416,0.7300399999999999,0.05090623811837878,1.0
footwear_three_way,within_footwear,coarse_fc,coarse,fc,30,128,32,42,10,5,50,0.7625066666666666,0.0312952612816191,0.7597414368165224,0.03274148500407916,0.7625066666666666,0.03129526128161911,1.0
footwear_three_way,within_footwear,coarse_fc,coarse,fc,50,128,32,42,10,5,50,0.8018733333333334,0.02721501602986243,0.8002530740182823,0.02793459785881969,0.8018733333333334,0.027215016029862434,1.0
footwear_three_way,within_footwear,coarse_fc,coarse,fc,80,128,32,42,10,5,50,0.8236066666666666,0.013338551699912824,0.8233060146887641,0.013814092669234106,0.8236066666666666,0.013338551699912833,1.0
footwear_three_way,within_footwear,coarse_fc,coarse,fc,110,128,32,42,10,5,50,0.8343933333333332,0.013549554636186475,0.8344706395647572,0.013778829033202093,0.8343933333333332,0.01354955463618647,1.0
footwear_three_way,within_footwear,coarse_fc,coarse,fc,150,128,32,42,10,5,50,0.8428533333333332,0.011508482526729029,0.8430625624448557,0.011561165836406416,0.8428533333333332,0.011508482526729024,1.0
footwear_three_way,within_footwear,coarse_fc,coarse,fc,200,128,32,42,10,5,50,0.8502466666666667,0.010838499030054372,0.8505466370853658,0.010799514158595815,0.8502466666666667,0.010838499030054377,1.0
sandal_vs_ankle_boot,within_footwear,constant,constant,constant,10,0,0,42,10,5,50,0.5,0.0,0.33333333333333326,5.607473066727768e-17,0.5,0.0,
sandal_vs_ankle_boot,within_footwear,constant,constant,constant,20,0,0,42,10,5,50,0.5,0.0,0.33333333333333326,5.607473066727768e-17,0.5,0.0,
sandal_vs_ankle_boot,within_footwear,constant,constant,constant,30,0,0,42,10,5,50,0.5,0.0,0.33333333333333326,5.607473066727768e-17,0.5,0.0,
sandal_vs_ankle_boot,within_footwear,constant,constant,constant,50,0,0,42,10,5,50,0.5,0.0,0.33333333333333326,5.607473066727768e-17,0.5,0.0,
sandal_vs_ankle_boot,within_footwear,constant,constant,constant,80,0,0,42,10,5,50,0.5,0.0,0.33333333333333326,5.607473066727768e-17,0.5,0.0,
sandal_vs_ankle_boot,within_footwear,constant,constant,constant,110,0,0,42,10,5,50,0.5,0.0,0.33333333333333326,5.607473066727768e-17,0.5,0.0,
sandal_vs_ankle_boot,within_footwear,constant,constant,constant,150,0,0,42,10,5,50,0.5,0.0,0.33333333333333326,5.607473066727768e-17,0.5,0.0,
sandal_vs_ankle_boot,within_footwear,constant,constant,constant,200,0,0,42,10,5,50,0.5,0.0,0.33333333333333326,5.607473066727768e-17,0.5,0.0,
sandal_vs_ankle_boot,within_footwear,pixels,pixels,pixels,10,784,32,42,10,5,50,0.9031399999999999,0.019460593358825194,0.9029621903007484,0.019662432422101007,0.9031399999999999,0.0194605933588252,1.0
sandal_vs_ankle_boot,within_footwear,pixels,pixels,pixels,20,784,32,42,10,5,50,0.9138199999999999,0.01577836286481833,0.9137216335533318,0.015886234075273363,0.9138199999999999,0.01577836286481833,0.1
sandal_vs_ankle_boot,within_footwear,pixels,pixels,pixels,30,784,32,42,10,5,50,0.9183300000000001,0.014659958654617762,0.9182759840652046,0.014704002677982945,0.9183300000000001,0.014659958654617753,0.1
sandal_vs_ankle_boot,within_footwear,pixels,pixels,pixels,50,784,32,42,10,5,50,0.92526,0.011296215728991641,0.9252280826078014,0.011315089628102317,0.92526,0.011296215728991647,0.1
sandal_vs_ankle_boot,within_footwear,pixels,pixels,pixels,80,784,32,42,10,5,50,0.92781,0.010456367067241755,0.9277893703560467,0.01046613889314253,0.92781,0.010456367067241741,0.1
sandal_vs_ankle_boot,within_footwear,pixels,pixels,pixels,110,784,32,42,10,5,50,0.93116,0.009254585184586897,0.9311490466208209,0.009257877448531857,0.93116,0.009254585184586887,0.1
sandal_vs_ankle_boot,within_footwear,pixels,pixels,pixels,150,784,32,42,10,5,50,0.9337799999999998,0.009507333367201432,0.9337699245415615,0.009513233654765307,0.9337799999999998,0.009507333367201436,0.1
sandal_vs_ankle_boot,within_footwear,pixels,pixels,pixels,200,784,32,42,10,5,50,0.9354600000000001,0.008529564431303331,0.9354524150457345,0.008533284135733623,0.9354600000000001,0.008529564431303325,0.1
sandal_vs_ankle_boot,within_footwear,random_conv1,random,conv1,10,3136,32,42,10,5,50,0.87391,0.029419154179769706,0.8734242414964184,0.03009780425596831,0.87391,0.029419154179769695,0.01
sandal_vs_ankle_boot,within_footwear,random_conv1,random,conv1,20,3136,32,42,10,5,50,0.8946600000000001,0.018474317529025678,0.8944416881752183,0.01881541832717179,0.8946600000000001,0.018474317529025692,1.0
sandal_vs_ankle_boot,within_footwear,random_conv1,random,conv1,30,3136,32,42,10,5,50,0.9025200000000001,0.017536539113566084,0.9023667006708801,0.017725070356880767,0.9025200000000002,0.017536539113566084,0.1
sandal_vs_ankle_boot,within_footwear,random_conv1,random,conv1,50,3136,32,42,10,5,50,0.9150200000000001,0.01440944984716486,0.9149448767954919,0.014440128979449924,0.9150200000000001,0.014409449847164855,0.1
sandal_vs_ankle_boot,within_footwear,random_conv1,random,conv1,80,3136,32,42,10,5,50,0.92131,0.013628036078134616,0.9212728965821753,0.013645162756610842,0.92131,0.013628036078134606,0.1
sandal_vs_ankle_boot,within_footwear,random_conv1,random,conv1,110,3136,32,42,10,5,50,0.9257100000000001,0.01247940752779947,0.9256929654837343,0.01248615787086302,0.9257100000000001,0.012479407527799451,0.1
sandal_vs_ankle_boot,within_footwear,random_conv1,random,conv1,150,3136,32,42,10,5,50,0.9307,0.011785497833510187,0.9306815874948994,0.01179480010290373,0.9307,0.011785497833510171,0.1
sandal_vs_ankle_boot,within_footwear,random_conv1,random,conv1,200,3136,32,42,10,5,50,0.9344000000000001,0.01158024355600202,0.934386285902178,0.011586786398982172,0.9344000000000001,0.011580243556002009,1.0
sandal_vs_ankle_boot,within_footwear,fine_conv1,fine,conv1,10,3136,32,42,10,5,50,0.8610000000000001,0.023806404557580377,0.860492176959628,0.024177055925048756,0.8610000000000001,0.023806404557580384,1.0
sandal_vs_ankle_boot,within_footwear,fine_conv1,fine,conv1,20,3136,32,42,10,5,50,0.88334,0.02203022969485709,0.88303544789792,0.022339182764493634,0.88334,0.0220302296948571,1.0
sandal_vs_ankle_boot,within_footwear,fine_conv1,fine,conv1,30,3136,32,42,10,5,50,0.8947999999999999,0.020379311237885656,0.8946178208352239,0.020505057910024105,0.8948,0.020379311237885663,1.0
sandal_vs_ankle_boot,within_footwear,fine_conv1,fine,conv1,50,3136,32,42,10,5,50,0.90854,0.01577903543261354,0.9084533203817869,0.015804518821402085,0.90854,0.015779035432613546,0.1
sandal_vs_ankle_boot,within_footwear,fine_conv1,fine,conv1,80,3136,32,42,10,5,50,0.91554,0.013345044176833314,0.9154837416782854,0.013370781762821417,0.91554,0.013345044176833317,0.1
sandal_vs_ankle_boot,within_footwear,fine_conv1,fine,conv1,110,3136,32,42,10,5,50,0.92252,0.010754666761125487,0.9224960143702464,0.010762289777083883,0.92252,0.010754666761125464,0.1
sandal_vs_ankle_boot,within_footwear,fine_conv1,fine,conv1,150,3136,32,42,10,5,50,0.9269300000000001,0.010710003906323725,0.9269121782807018,0.010717404844867651,0.9269300000000001,0.010710003906323715,0.1
sandal_vs_ankle_boot,within_footwear,fine_conv1,fine,conv1,200,3136,32,42,10,5,50,0.9300300000000001,0.008196819940858588,0.9300144408866029,0.00820281494884097,0.9300300000000001,0.008196819940858597,0.1
sandal_vs_ankle_boot,within_footwear,coarse_conv1,coarse,conv1,10,3136,32,42,10,5,50,0.8739100000000001,0.02994309057978798,0.8734381657314875,0.030751453334622748,0.8739100000000001,0.029943090579788,0.01
sandal_vs_ankle_boot,within_footwear,coarse_conv1,coarse,conv1,20,3136,32,42,10,5,50,0.8934000000000001,0.022267620860242584,0.8932161023566342,0.022453832496791913,0.8934000000000001,0.022267620860242577,1.0
sandal_vs_ankle_boot,within_footwear,coarse_conv1,coarse,conv1,30,3136,32,42,10,5,50,0.9022000000000001,0.018261144207171204,0.9020749119985524,0.018330671422572796,0.9022000000000001,0.018261144207171197,1.0
sandal_vs_ankle_boot,within_footwear,coarse_conv1,coarse,conv1,50,3136,32,42,10,5,50,0.91353,0.01506225516356183,0.9134612733753089,0.015091601512448266,0.91353,0.015062255163561827,0.1
sandal_vs_ankle_boot,within_footwear,coarse_conv1,coarse,conv1,80,3136,32,42,10,5,50,0.91998,0.01469796598450386,0.9199429851990117,0.014710431602182973,0.91998,0.014697965984503845,0.1
sandal_vs_ankle_boot,within_footwear,coarse_conv1,coarse,conv1,110,3136,32,42,10,5,50,0.9273399999999998,0.012272600975093972,0.9273248630571375,0.012277525893680207,0.9273399999999998,0.012272600975093964,0.1
sandal_vs_ankle_boot,within_footwear,coarse_conv1,coarse,conv1,150,3136,32,42,10,5,50,0.9315000000000001,0.011517954041674338,0.9314889028019755,0.011521813110658311,0.9315000000000001,0.011517954041674336,0.1
sandal_vs_ankle_boot,within_footwear,coarse_conv1,coarse,conv1,200,3136,32,42,10,5,50,0.93624,0.010281368129400118,0.9362307315704687,0.010285184283258761,0.93624,0.010281368129400132,0.1
sandal_vs_ankle_boot,within_footwear,random_conv2,random,conv2,10,1568,32,42,10,5,50,0.8655200000000001,0.03277193298901874,0.8648458338477392,0.03347607141843408,0.8655200000000001,0.03277193298901874,1.0
sandal_vs_ankle_boot,within_footwear,random_conv2,random,conv2,20,1568,32,42,10,5,50,0.89301,0.027339791214884383,0.8927314540572574,0.027579846576034663,0.89301,0.027339791214884397,1.0
sandal_vs_ankle_boot,within_footwear,random_conv2,random,conv2,30,1568,32,42,10,5,50,0.9084300000000001,0.024059452298378692,0.908295351212605,0.024148322993757684,0.9084300000000001,0.02405945229837868,1.0
sandal_vs_ankle_boot,within_footwear,random_conv2,random,conv2,50,1568,32,42,10,5,50,0.9231400000000001,0.02193404771079865,0.9230790633219642,0.02196926448094787,0.92314,0.021934047710798658,1.0
sandal_vs_ankle_boot,within_footwear,random_conv2,random,conv2,80,1568,32,42,10,5,50,0.9321,0.020807426068397715,0.9320689487131886,0.02082602712175277,0.9321,0.020807426068397698,1.0
sandal_vs_ankle_boot,within_footwear,random_conv2,random,conv2,110,1568,32,42,10,5,50,0.9377499999999999,0.019328325940791386,0.9377300210343665,0.019346931417083785,0.9377499999999999,0.019328325940791365,0.1
sandal_vs_ankle_boot,within_footwear,random_conv2,random,conv2,150,1568,32,42,10,5,50,0.9416500000000001,0.017232281642668348,0.9416336647526637,0.017247339159853395,0.9416500000000001,0.017232281642668327,1.0
sandal_vs_ankle_boot,within_footwear,random_conv2,random,conv2,200,1568,32,42,10,5,50,0.9451400000000001,0.015806883026719974,0.9451289799520243,0.015815225819881703,0.94514,0.015806883026719967,1.0
sandal_vs_ankle_boot,within_footwear,fine_conv2,fine,conv2,10,1568,32,42,10,5,50,0.87788,0.0470560412742951,0.8767910049735046,0.04925077107400677,0.87788,0.0470560412742951,0.01
sandal_vs_ankle_boot,within_footwear,fine_conv2,fine,conv2,20,1568,32,42,10,5,50,0.9191600000000001,0.036020464704817734,0.918912615953599,0.03636481997325743,0.9191600000000001,0.03602046470481772,1.0
sandal_vs_ankle_boot,within_footwear,fine_conv2,fine,conv2,30,1568,32,42,10,5,50,0.93191,0.029403368195233856,0.9317491722847567,0.029678584201914902,0.93191,0.029403368195233863,1.0
sandal_vs_ankle_boot,within_footwear,fine_conv2,fine,conv2,50,1568,32,42,10,5,50,0.9483599999999999,0.01970575384738877,0.9483318304398825,0.019739122322254485,0.9483599999999999,0.01970575384738876,0.1
sandal_vs_ankle_boot,within_footwear,fine_conv2,fine,conv2,80,1568,32,42,10,5,50,0.95328,0.017707994274465125,0.9532613817777666,0.01772904068807698,0.95328,0.017707994274465115,0.1
sandal_vs_ankle_boot,within_footwear,fine_conv2,fine,conv2,110,1568,32,42,10,5,50,0.9578399999999999,0.016626889949348765,0.9578299632677476,0.0166386095267747,0.9578399999999999,0.016626889949348755,0.1
sandal_vs_ankle_boot,within_footwear,fine_conv2,fine,conv2,150,1568,32,42,10,5,50,0.9591200000000001,0.015605650468039205,0.9591153519413935,0.015610578392891756,0.9591200000000001,0.015605650468039182,0.1
sandal_vs_ankle_boot,within_footwear,fine_conv2,fine,conv2,200,1568,32,42,10,5,50,0.9607100000000002,0.014749296074520905,0.9607055769981627,0.014755597499595345,0.96071,0.014749296074520888,0.1
sandal_vs_ankle_boot,within_footwear,coarse_conv2,coarse,conv2,10,1568,32,42,10,5,50,0.8811199999999999,0.04068100895744743,0.8805137402646533,0.04148050231279113,0.8811199999999999,0.040681008957447445,1.0
sandal_vs_ankle_boot,within_footwear,coarse_conv2,coarse,conv2,20,1568,32,42,10,5,50,0.9069900000000001,0.02930234545185064,0.9067120639724747,0.029715702556620437,0.9069900000000001,0.02930234545185063,1.0
sandal_vs_ankle_boot,within_footwear,coarse_conv2,coarse,conv2,30,1568,32,42,10,5,50,0.9244199999999998,0.01761155696625117,0.9242910288330793,0.01773227102188148,0.9244199999999999,0.01761155696625118,1.0
sandal_vs_ankle_boot,within_footwear,coarse_conv2,coarse,conv2,50,1568,32,42,10,5,50,0.93574,0.01305726789561886,0.9356892303597403,0.013099355283618407,0.93574,0.013057267895618868,0.1
sandal_vs_ankle_boot,within_footwear,coarse_conv2,coarse,conv2,80,1568,32,42,10,5,50,0.9393300000000001,0.011524423930885878,0.9393015385624524,0.011542733940280103,0.9393300000000001,0.011524423930885878,0.1
sandal_vs_ankle_boot,within_footwear,coarse_conv2,coarse,conv2,110,1568,32,42,10,5,50,0.9451200000000002,0.009442932785519371,0.9451011388709573,0.009457816812579515,0.9451200000000002,0.009442932785519378,1.0
sandal_vs_ankle_boot,within_footwear,coarse_conv2,coarse,conv2,150,1568,32,42,10,5,50,0.94723,0.00957420535414116,0.9472178905554266,0.009582746491149105,0.94723,0.009574205354141153,0.1
sandal_vs_ankle_boot,within_footwear,coarse_conv2,coarse,conv2,200,1568,32,42,10,5,50,0.95026,0.008891201796593926,0.9502506803256184,0.008898635722208104,0.95026,0.008891201796593926,0.1
sandal_vs_ankle_boot,within_footwear,random_fc,random,fc,10,128,32,42,10,5,50,0.87249,0.0384547826170224,0.8714132443606003,0.040715339215605675,0.87249,0.03845478261702241,1.0
sandal_vs_ankle_boot,within_footwear,random_fc,random,fc,20,128,32,42,10,5,50,0.8962299999999999,0.027030445797285703,0.8959096786118582,0.02749723984260332,0.8962300000000001,0.027030445797285692,1.0
sandal_vs_ankle_boot,within_footwear,random_fc,random,fc,30,128,32,42,10,5,50,0.91282,0.022082812598147417,0.912699700727498,0.022170408498208706,0.91282,0.022082812598147417,1.0
sandal_vs_ankle_boot,within_footwear,random_fc,random,fc,50,128,32,42,10,5,50,0.93164,0.01603886860481277,0.9316110453090211,0.016054505929331414,0.93164,0.01603886860481276,1.0
sandal_vs_ankle_boot,within_footwear,random_fc,random,fc,80,128,32,42,10,5,50,0.93843,0.014196510781433124,0.9384118300653619,0.01420842780968684,0.93843,0.0141965107814331,1.0
sandal_vs_ankle_boot,within_footwear,random_fc,random,fc,110,128,32,42,10,5,50,0.94391,0.012511500831683788,0.943900167939718,0.012516693128197027,0.94391,0.012511500831683776,1.0
sandal_vs_ankle_boot,within_footwear,random_fc,random,fc,150,128,32,42,10,5,50,0.9475399999999999,0.012008432411417887,0.947533790849817,0.01201153675467574,0.9475399999999999,0.012008432411417875,1.0
sandal_vs_ankle_boot,within_footwear,random_fc,random,fc,200,128,32,42,10,5,50,0.9503,0.010756583176485595,0.9502946963099214,0.01076053734138396,0.9503,0.010756583176485585,1.0
sandal_vs_ankle_boot,within_footwear,fine_fc,fine,fc,10,128,32,42,10,5,50,0.9609499999999999,0.018400379876291603,0.9608842856999416,0.018515977386706794,0.9609499999999999,0.018400379876291586,0.01
sandal_vs_ankle_boot,within_footwear,fine_fc,fine,fc,20,128,32,42,10,5,50,0.9719,0.013252647020924713,0.9718777344447602,0.013301500391479303,0.9719,0.013252647020924707,1.0
sandal_vs_ankle_boot,within_footwear,fine_fc,fine,fc,30,128,32,42,10,5,50,0.9760700000000001,0.011044441763962142,0.9760536053024766,0.011083220984988632,0.9760700000000001,0.011044441763962132,0.1
sandal_vs_ankle_boot,within_footwear,fine_fc,fine,fc,50,128,32,42,10,5,50,0.9827199999999999,0.004411441524777438,0.9827176267770874,0.004413816499697497,0.9827199999999999,0.004411441524777431,0.1
sandal_vs_ankle_boot,within_footwear,fine_fc,fine,fc,80,128,32,42,10,5,50,0.9843299999999999,0.004272133243355086,0.9843279799017886,0.004274467697305071,0.9843299999999999,0.004272133243355088,0.1
sandal_vs_ankle_boot,within_footwear,fine_fc,fine,fc,110,128,32,42,10,5,50,0.9858199999999999,0.0039945881757544885,0.985818845864203,0.003995780507119216,0.9858199999999999,0.0039945881757544885,0.01
sandal_vs_ankle_boot,within_footwear,fine_fc,fine,fc,150,128,32,42,10,5,50,0.9861800000000001,0.0036432212703169406,0.9861789337990922,0.003644444556860747,0.9861800000000001,0.003643221270316953,0.1
sandal_vs_ankle_boot,within_footwear,fine_fc,fine,fc,200,128,32,42,10,5,50,0.98724,0.003391526054682735,0.9872392409150283,0.0033922199041416462,0.98724,0.0033915260546827385,0.1
sandal_vs_ankle_boot,within_footwear,coarse_fc,coarse,fc,10,128,32,42,10,5,50,0.84219,0.06646634026148199,0.8409684930957962,0.06742563121103104,0.84219,0.06646634026148199,1.0
sandal_vs_ankle_boot,within_footwear,coarse_fc,coarse,fc,20,128,32,42,10,5,50,0.8870100000000001,0.03586887827311344,0.8866530884942947,0.03609683683531099,0.8870100000000001,0.03586887827311342,1.0
sandal_vs_ankle_boot,within_footwear,coarse_fc,coarse,fc,30,128,32,42,10,5,50,0.9168,0.029215770133436424,0.916490219557132,0.029764601316601802,0.9168,0.029215770133436417,1.0
sandal_vs_ankle_boot,within_footwear,coarse_fc,coarse,fc,50,128,32,42,10,5,50,0.9368899999999999,0.01390723273872194,0.9368235419228016,0.014051080438018095,0.9368899999999999,0.013907232738721942,1.0
sandal_vs_ankle_boot,within_footwear,coarse_fc,coarse,fc,80,128,32,42,10,5,50,0.9449299999999999,0.010583010065232684,0.944897636963547,0.010642042317342814,0.94493,0.010583010065232688,1.0
sandal_vs_ankle_boot,within_footwear,coarse_fc,coarse,fc,110,128,32,42,10,5,50,0.94999,0.005523133168772957,0.9499779775915859,0.005530138799176662,0.94999,0.005523133168772945,1.0
sandal_vs_ankle_boot,within_footwear,coarse_fc,coarse,fc,150,128,32,42,10,5,50,0.9508,0.006258056032517002,0.9507898157120741,0.006265171432979432,0.9508,0.006258056032516995,1.0
sandal_vs_ankle_boot,within_footwear,coarse_fc,coarse,fc,200,128,32,42,10,5,50,0.95375,0.006285105489998421,0.9537424793227376,0.006291723517464813,0.95375,0.006285105489998397,1.0
sandal_vs_non_footwear,cross_pooled,constant,constant,constant,10,0,0,42,10,5,50,0.875,0.0,0.4666666666666666,5.607473066727768e-17,0.5,0.0,
sandal_vs_non_footwear,cross_pooled,constant,constant,constant,20,0,0,42,10,5,50,0.875,0.0,0.4666666666666666,5.607473066727768e-17,0.5,0.0,
sandal_vs_non_footwear,cross_pooled,constant,constant,constant,30,0,0,42,10,5,50,0.875,0.0,0.4666666666666666,5.607473066727768e-17,0.5,0.0,
sandal_vs_non_footwear,cross_pooled,constant,constant,constant,50,0,0,42,10,5,50,0.875,0.0,0.4666666666666666,5.607473066727768e-17,0.5,0.0,
