task,task_category,family,layer,examples_per_class,n_probe_train,n_seeds,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std
pullover_vs_shirt,within_tops,random,conv2,100,200,1,0.8415,0.0,0.8413800436580163,0.0,0.8414999999999999,0.0
pullover_vs_shirt,within_tops,random,fc,5,10,1,0.7075,0.0,0.7045155330123076,0.0,0.7075,0.0
pullover_vs_shirt,within_tops,random,fc,10,20,1,0.6425,0.0,0.6422673843666844,0.0,0.6425000000000001,0.0
pullover_vs_shirt,within_tops,random,fc,30,60,1,0.76,0.0,0.7599805584252324,0.0,0.76,0.0
pullover_vs_shirt,within_tops,random,fc,100,200,1,0.7565,0.0,0.7551409711752655,0.0,0.7565,0.0
shirt_vs_non_tops,cross_pooled,coarse,conv1,5,10,1,0.8261428571428572,0.0,0.7466525588314601,0.0,0.8698333333333333,0.0
shirt_vs_non_tops,cross_pooled,coarse,conv1,10,20,1,0.8797142857142857,0.0,0.8035846370261421,0.0,0.8881666666666667,0.0
shirt_vs_non_tops,cross_pooled,coarse,conv1,30,60,1,0.9024285714285715,0.0,0.8335479755572809,0.0,0.9043333333333333,0.0
shirt_vs_non_tops,cross_pooled,coarse,conv1,100,200,1,0.9518571428571428,0.0,0.9082792641734101,0.0,0.9381666666666667,0.0
shirt_vs_non_tops,cross_pooled,coarse,conv2,5,10,1,0.8764285714285714,0.0,0.7712158218447214,0.0,0.8004166666666667,0.0
shirt_vs_non_tops,cross_pooled,coarse,conv2,10,20,1,0.9351428571428572,0.0,0.87987827261781,0.0,0.9200833333333334,0.0
shirt_vs_non_tops,cross_pooled,coarse,conv2,30,60,1,0.9358571428571428,0.0,0.8834879518275507,0.0,0.933,0.0
shirt_vs_non_tops,cross_pooled,coarse,conv2,100,200,1,0.9511428571428572,0.0,0.9085904510087581,0.0,0.9469166666666666,0.0
shirt_vs_non_tops,cross_pooled,coarse,fc,5,10,1,0.949,0.0,0.9069070949571101,0.0,0.9569166666666666,0.0
shirt_vs_non_tops,cross_pooled,coarse,fc,10,20,1,0.9501428571428572,0.0,0.9080880105268009,0.0,0.9534166666666666,0.0
shirt_vs_non_tops,cross_pooled,coarse,fc,30,60,1,0.9757142857142858,0.0,0.9523061078962489,0.0,0.9704166666666667,0.0
shirt_vs_non_tops,cross_pooled,coarse,fc,100,200,1,0.9741428571428571,0.0,0.9494778695324,0.0,0.9699166666666666,0.0
shirt_vs_non_tops,cross_pooled,constant,constant,5,10,1,0.8571428571428571,0.0,0.46153846153846156,0.0,0.5,0.0
shirt_vs_non_tops,cross_pooled,constant,constant,10,20,1,0.8571428571428571,0.0,0.46153846153846156,0.0,0.5,0.0
shirt_vs_non_tops,cross_pooled,constant,constant,30,60,1,0.8571428571428571,0.0,0.46153846153846156,0.0,0.5,0.0
shirt_vs_non_tops,cross_pooled,constant,constant,100,200,1,0.8571428571428571,0.0,0.46153846153846156,0.0,0.5,0.0
shirt_vs_non_tops,cross_pooled,fine,conv1,5,10,1,0.8491428571428571,0.0,0.7687081096343585,0.0,0.8736666666666667,0.0
shirt_vs_non_tops,cross_pooled,fine,conv1,10,20,1,0.9027142857142857,0.0,0.8337223667205589,0.0,0.9036666666666666,0.0
shirt_vs_non_tops,cross_pooled,fine,conv1,30,60,1,0.9104285714285715,0.0,0.8460338779491713,0.0,0.9156666666666666,0.0
shirt_vs_non_tops,cross_pooled,fine,conv1,100,200,1,0.9517142857142857,0.0,0.9085891292307084,0.0,0.9414166666666667,0.0
shirt_vs_non_tops,cross_pooled,fine,conv2,5,10,1,0.8992857142857142,0.0,0.8149909791700836,0.0,0.8516666666666667,0.0
shirt_vs_non_tops,cross_pooled,fine,conv2,10,20,1,0.9334285714285714,0.0,0.8748995975310656,0.0,0.90825,0.0
shirt_vs_non_tops,cross_pooled,fine,conv2,30,60,1,0.9405714285714286,0.0,0.8872428094445299,0.0,0.9174166666666667,0.0
shirt_vs_non_tops,cross_pooled,fine,conv2,100,200,1,0.9521428571428572,0.0,0.9101003192262908,0.0,0.9466666666666667,0.0
shirt_vs_non_tops,cross_pooled,fine,fc,5,10,1,0.9322857142857143,0.0,0.8760932585322003,0.0,0.9213333333333333,0.0
shirt_vs_non_tops,cross_pooled,fine,fc,10,20,1,0.9332857142857143,0.0,0.8801470015907196,0.0,0.9344166666666667,0.0
shirt_vs_non_tops,cross_pooled,fine,fc,30,60,1,0.9645714285714285,0.0,0.9313375337676155,0.0,0.95475,0.0
shirt_vs_non_tops,cross_pooled,fine,fc,100,200,1,0.97,0.0,0.9419031485173683,0.0,0.96625,0.0
shirt_vs_non_tops,cross_pooled,pixels,pixels,5,10,1,0.7435714285714285,0.0,0.6660276138947503,0.0,0.8154166666666667,0.0
shirt_vs_non_tops,cross_pooled,pixels,pixels,10,20,1,0.8112857142857143,0.0,0.7267802429998258,0.0,0.8453333333333333,0.0
shirt_vs_non_tops,cross_pooled,pixels,pixels,30,60,1,0.8678571428571429,0.0,0.7896063181661312,0.0,0.8825000000000001,0.0
shirt_vs_non_tops,cross_pooled,pixels,pixels,100,200,1,0.9367142857142857,0.0,0.8831657698386766,0.0,0.9251666666666667,0.0
shirt_vs_non_tops,cross_pooled,random,conv1,5,10,1,0.8478571428571429,0.0,0.7648466681990274,0.0,0.8645833333333333,0.0
shirt_vs_non_tops,cross_pooled,random,conv1,10,20,1,0.9115714285714286,0.0,0.8428498627919359,0.0,0.8967499999999999,0.0
shirt_vs_non_tops,cross_pooled,random,conv1,30,60,1,0.92,0.0,0.8575894160454005,0.0,0.9129166666666666,0.0
shirt_vs_non_tops,cross_pooled,random,conv1,100,200,1,0.9458571428571428,0.0,0.8985159497313886,0.0,0.9350833333333334,0.0
shirt_vs_non_tops,cross_pooled,random,conv2,5,10,1,0.8842857142857142,0.0,0.8091573249121113,0.0,0.8904166666666666,0.0
shirt_vs_non_tops,cross_pooled,random,conv2,10,20,1,0.9425714285714286,0.0,0.8905472497487721,0.0,0.919,0.0
shirt_vs_non_tops,cross_pooled,random,conv2,30,60,1,0.934,0.0,0.8791450193995787,0.0,0.9244166666666667,0.0
shirt_vs_non_tops,cross_pooled,random,conv2,100,200,1,0.9302857142857143,0.0,0.8760661899423505,0.0,0.93475,0.0
shirt_vs_non_tops,cross_pooled,random,fc,5,10,1,0.8594285714285714,0.0,0.7756257949029529,0.0,0.8634166666666667,0.0
shirt_vs_non_tops,cross_pooled,random,fc,10,20,1,0.9171428571428571,0.0,0.8506864378417938,0.0,0.8995833333333334,0.0
shirt_vs_non_tops,cross_pooled,random,fc,30,60,1,0.9235714285714286,0.0,0.8616524694517016,0.0,0.91,0.0
shirt_vs_non_tops,cross_pooled,random,fc,100,200,1,0.9305714285714286,0.0,0.8748855323984686,0.0,0.927,0.0
tops_four_way,within_tops,coarse,conv1,5,20,1,0.52825,0.0,0.518945775385626,0.0,0.52825,0.0
tops_four_way,within_tops,coarse,conv1,10,40,1,0.5545,0.0,0.5451436309436515,0.0,0.5545,0.0
tops_four_way,within_tops,coarse,conv1,30,120,1,0.65875,0.0,0.6560731986445005,0.0,0.6587500000000001,0.0
tops_four_way,within_tops,coarse,conv1,100,400,1,0.739,0.0,0.7366496109832039,0.0,0.739,0.0
tops_four_way,within_tops,coarse,conv2,5,20,1,0.53625,0.0,0.5150691316069513,0.0,0.53625,0.0
tops_four_way,within_tops,coarse,conv2,10,40,1,0.57075,0.0,0.5549390366096703,0.0,0.57075,0.0
tops_four_way,within_tops,coarse,conv2,30,120,1,0.675,0.0,0.670280893864481,0.0,0.675,0.0
tops_four_way,within_tops,coarse,conv2,100,400,1,0.72175,0.0,0.7196425401404942,0.0,0.72175,0.0
tops_four_way,within_tops,coarse,fc,5,20,1,0.48125,0.0,0.4620327418558268,0.0,0.48124999999999996,0.0
tops_four_way,within_tops,coarse,fc,10,40,1,0.52275,0.0,0.5058538094678307,0.0,0.52275,0.0
tops_four_way,within_tops,coarse,fc,30,120,1,0.6135,0.0,0.6120983455795125,0.0,0.6135,0.0
tops_four_way,within_tops,coarse,fc,100,400,1,0.655,0.0,0.6514681148771323,0.0,0.655,0.0
tops_four_way,within_tops,constant,constant,5,20,1,0.25,0.0,0.1,0.0,0.25,0.0
tops_four_way,within_tops,constant,constant,10,40,1,0.25,0.0,0.1,0.0,0.25,0.0
tops_four_way,within_tops,constant,constant,30,120,1,0.25,0.0,0.1,0.0,0.25,0.0
tops_four_way,within_tops,constant,constant,100,400,1,0.25,0.0,0.1,0.0,0.25,0.0
tops_four_way,within_tops,fine,conv1,5,20,1,0.53625,0.0,0.5188877295914186,0.0,0.53625,0.0
tops_four_way,within_tops,fine,conv1,10,40,1,0.56625,0.0,0.5464863427161558,0.0,0.5662500000000001,0.0
tops_four_way,within_tops,fine,conv1,30,120,1,0.6705,0.0,0.6642953408458654,0.0,0.6705,0.0
tops_four_way,within_tops,fine,conv1,100,400,1,0.74575,0.0,0.7438392732559993,0.0,0.7457499999999999,0.0
tops_four_way,within_tops,fine,conv2,5,20,1,0.5765,0.0,0.5543219962892267,0.0,0.5765,0.0
tops_four_way,within_tops,fine,conv2,10,40,1,0.577,0.0,0.5698870453708134,0.0,0.577,0.0
tops_four_way,within_tops,fine,conv2,30,120,1,0.6935,0.0,0.6902584585665116,0.0,0.6935,0.0
tops_four_way,within_tops,fine,conv2,100,400,1,0.7695,0.0,0.7671046043751011,0.0,0.7695000000000001,0.0
tops_four_way,within_tops,fine,fc,5,20,1,0.716,0.0,0.7025432240245859,0.0,0.716,0.0
tops_four_way,within_tops,fine,fc,10,40,1,0.77425,0.0,0.7656552212605356,0.0,0.77425,0.0
tops_four_way,within_tops,fine,fc,30,120,1,0.81425,0.0,0.8098000728767742,0.0,0.81425,0.0
tops_four_way,within_tops,fine,fc,100,400,1,0.8295,0.0,0.8282244080003792,0.0,0.8295,0.0
tops_four_way,within_tops,pixels,pixels,5,20,1,0.5085,0.0,0.49514865656699725,0.0,0.5085,0.0
tops_four_way,within_tops,pixels,pixels,10,40,1,0.5445,0.0,0.5373282088373448,0.0,0.5445,0.0
tops_four_way,within_tops,pixels,pixels,30,120,1,0.65475,0.0,0.6529906675988536,0.0,0.6547499999999999,0.0
tops_four_way,within_tops,pixels,pixels,100,400,1,0.69175,0.0,0.6890156579894411,0.0,0.69175,0.0
tops_four_way,within_tops,random,conv1,5,20,1,0.49275,0.0,0.4780533416524372,0.0,0.49275,0.0
tops_four_way,within_tops,random,conv1,10,40,1,0.54725,0.0,0.5353379197251931,0.0,0.54725,0.0
tops_four_way,within_tops,random,conv1,30,120,1,0.66325,0.0,0.6594846245758854,0.0,0.66325,0.0
tops_four_way,within_tops,random,conv1,100,400,1,0.72825,0.0,0.7258628907173992,0.0,0.7282500000000001,0.0
tops_four_way,within_tops,random,conv2,5,20,1,0.523,0.0,0.496774112541361,0.0,0.523,0.0
tops_four_way,within_tops,random,conv2,10,40,1,0.54925,0.0,0.5346976549810578,0.0,0.54925,0.0
tops_four_way,within_tops,random,conv2,30,120,1,0.66075,0.0,0.6573300702395666,0.0,0.6607500000000001,0.0
tops_four_way,within_tops,random,conv2,100,400,1,0.70725,0.0,0.705684784492539,0.0,0.7072499999999999,0.0
tops_four_way,within_tops,random,fc,5,20,1,0.501,0.0,0.4871511051012314,0.0,0.501,0.0
tops_four_way,within_tops,random,fc,10,40,1,0.52125,0.0,0.51113639502177,0.0,0.52125,0.0
tops_four_way,within_tops,random,fc,30,120,1,0.60625,0.0,0.6017297202472962,0.0,0.60625,0.0
tops_four_way,within_tops,random,fc,100,400,1,0.64675,0.0,0.6449083077908565,0.0,0.6467499999999999,0.0
tshirt_vs_coat,within_tops,coarse,conv1,5,10,1,0.849,0.0,0.8473808635817387,0.0,0.849,0.0
tshirt_vs_coat,within_tops,coarse,conv1,10,20,1,0.9045,0.0,0.9043794942576382,0.0,0.9045,0.0
tshirt_vs_coat,within_tops,coarse,conv1,30,60,1,0.939,0.0,0.9389117886227714,0.0,0.9390000000000001,0.0
tshirt_vs_coat,within_tops,coarse,conv1,100,200,1,0.9835,0.0,0.9834985107405942,0.0,0.9835,0.0
tshirt_vs_coat,within_tops,coarse,conv2,5,10,1,0.8935,0.0,0.8927878702310421,0.0,0.8935,0.0
tshirt_vs_coat,within_tops,coarse,conv2,10,20,1,0.915,0.0,0.9147869674185464,0.0,0.915,0.0
tshirt_vs_coat,within_tops,coarse,conv2,30,60,1,0.9545,0.0,0.9544967123874699,0.0,0.9544999999999999,0.0
tshirt_vs_coat,within_tops,coarse,conv2,100,200,1,0.9785,0.0,0.9784954786743912,0.0,0.9784999999999999,0.0
tshirt_vs_coat,within_tops,coarse,fc,5,10,1,0.845,0.0,0.8424995224179066,0.0,0.845,0.0
tshirt_vs_coat,within_tops,coarse,fc,10,20,1,0.9255,0.0,0.925482097073822,0.0,0.9255,0.0
tshirt_vs_coat,within_tops,coarse,fc,30,60,1,0.946,0.0,0.9459783913565426,0.0,0.946,0.0
tshirt_vs_coat,within_tops,coarse,fc,100,200,1,0.9595,0.0,0.95948897087232,0.0,0.9595,0.0
tshirt_vs_coat,within_tops,constant,constant,5,10,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_coat,within_tops,constant,constant,10,20,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_coat,within_tops,constant,constant,30,60,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_coat,within_tops,constant,constant,100,200,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_coat,within_tops,fine,conv1,5,10,1,0.89,0.0,0.8894737846889038,0.0,0.8899999999999999,0.0
tshirt_vs_coat,within_tops,fine,conv1,10,20,1,0.9125,0.0,0.9122488342257626,0.0,0.9125,0.0
tshirt_vs_coat,within_tops,fine,conv1,30,60,1,0.9495,0.0,0.9494645114531679,0.0,0.9495,0.0
tshirt_vs_coat,within_tops,fine,conv1,100,200,1,0.9825,0.0,0.9824972651976871,0.0,0.9824999999999999,0.0
tshirt_vs_coat,within_tops,fine,conv2,5,10,1,0.88,0.0,0.8790418908171627,0.0,0.88,0.0
tshirt_vs_coat,within_tops,fine,conv2,10,20,1,0.9145,0.0,0.9142899890456591,0.0,0.9145,0.0
tshirt_vs_coat,within_tops,fine,conv2,30,60,1,0.9565,0.0,0.9564997281233008,0.0,0.9564999999999999,0.0
tshirt_vs_coat,within_tops,fine,conv2,100,200,1,0.979,0.0,0.9789939292455521,0.0,0.979,0.0
tshirt_vs_coat,within_tops,fine,fc,5,10,1,0.9495,0.0,0.9494398207466437,0.0,0.9495,0.0
tshirt_vs_coat,within_tops,fine,fc,10,20,1,0.9745,0.0,0.9744994836145432,0.0,0.9744999999999999,0.0
tshirt_vs_coat,within_tops,fine,fc,30,60,1,0.98,0.0,0.9799983798687694,0.0,0.98,0.0
tshirt_vs_coat,within_tops,fine,fc,100,200,1,0.9855,0.0,0.9854980821213606,0.0,0.9855,0.0
tshirt_vs_coat,within_tops,pixels,pixels,5,10,1,0.8295,0.0,0.8294590275313645,0.0,0.8294999999999999,0.0
tshirt_vs_coat,within_tops,pixels,pixels,10,20,1,0.8805,0.0,0.8803959145446325,0.0,0.8805000000000001,0.0
tshirt_vs_coat,within_tops,pixels,pixels,30,60,1,0.938,0.0,0.9378956025078156,0.0,0.938,0.0
tshirt_vs_coat,within_tops,pixels,pixels,100,200,1,0.976,0.0,0.9759952950778352,0.0,0.976,0.0
tshirt_vs_coat,within_tops,random,conv1,5,10,1,0.8535,0.0,0.8534046763908232,0.0,0.8534999999999999,0.0
tshirt_vs_coat,within_tops,random,conv1,10,20,1,0.902,0.0,0.901691705187468,0.0,0.9019999999999999,0.0
tshirt_vs_coat,within_tops,random,conv1,30,60,1,0.919,0.0,0.9189979749493737,0.0,0.919,0.0
tshirt_vs_coat,within_tops,random,conv1,100,200,1,0.9815,0.0,0.9814971089232692,0.0,0.9815,0.0
tshirt_vs_coat,within_tops,random,conv2,5,10,1,0.889,0.0,0.8887846871543308,0.0,0.889,0.0
tshirt_vs_coat,within_tops,random,conv2,10,20,1,0.8895,0.0,0.8890526324773067,0.0,0.8895,0.0
tshirt_vs_coat,within_tops,random,conv2,30,60,1,0.934,0.0,0.9339888441146553,0.0,0.9339999999999999,0.0
tshirt_vs_coat,within_tops,random,conv2,100,200,1,0.9685,0.0,0.9684914217895821,0.0,0.9684999999999999,0.0
tshirt_vs_coat,within_tops,random,fc,5,10,1,0.867,0.0,0.8658143354681971,0.0,0.867,0.0
tshirt_vs_coat,within_tops,random,fc,10,20,1,0.8845,0.0,0.8839869613397848,0.0,0.8845,0.0
tshirt_vs_coat,within_tops,random,fc,30,60,1,0.9145,0.0,0.9144443674499343,0.0,0.9145,0.0
tshirt_vs_coat,within_tops,random,fc,100,200,1,0.965,0.0,0.96498988207592,0.0,0.965,0.0
tshirt_vs_non_tops,cross_pooled,coarse,conv1,5,10,1,0.8352857142857143,0.0,0.7468734035516318,0.0,0.8434999999999999,0.0
tshirt_vs_non_tops,cross_pooled,coarse,conv1,10,20,1,0.8934285714285715,0.0,0.824236252326463,0.0,0.9090833333333334,0.0
tshirt_vs_non_tops,cross_pooled,coarse,conv1,30,60,1,0.934,0.0,0.8821139183438034,0.0,0.9394166666666666,0.0
tshirt_vs_non_tops,cross_pooled,coarse,conv1,100,200,1,0.9617142857142857,0.0,0.927304133465271,0.0,0.9601666666666666,0.0
tshirt_vs_non_tops,cross_pooled,coarse,conv2,5,10,1,0.8861428571428571,0.0,0.8133761623723057,0.0,0.8985833333333333,0.0
tshirt_vs_non_tops,cross_pooled,coarse,conv2,10,20,1,0.9127142857142857,0.0,0.8493880389875453,0.0,0.9178333333333333,0.0
tshirt_vs_non_tops,cross_pooled,coarse,conv2,30,60,1,0.9348571428571428,0.0,0.8844258135379952,0.0,0.9453333333333334,0.0
tshirt_vs_non_tops,cross_pooled,coarse,conv2,100,200,1,0.9641428571428572,0.0,0.9320927315685199,0.0,0.9665833333333333,0.0
tshirt_vs_non_tops,cross_pooled,coarse,fc,5,10,1,0.9572857142857143,0.0,0.920575044269072,0.0,0.963,0.0
tshirt_vs_non_tops,cross_pooled,coarse,fc,10,20,1,0.9425714285714286,0.0,0.8972846350078493,0.0,0.9560833333333334,0.0
tshirt_vs_non_tops,cross_pooled,coarse,fc,30,60,1,0.9772857142857143,0.0,0.9554447104284478,0.0,0.9742500000000001,0.0
tshirt_vs_non_tops,cross_pooled,coarse,fc,100,200,1,0.9797142857142858,0.0,0.9600041911101147,0.0,0.9764999999999999,0.0
tshirt_vs_non_tops,cross_pooled,constant,constant,5,10,1,0.8571428571428571,0.0,0.46153846153846156,0.0,0.5,0.0
tshirt_vs_non_tops,cross_pooled,constant,constant,10,20,1,0.8571428571428571,0.0,0.46153846153846156,0.0,0.5,0.0
tshirt_vs_non_tops,cross_pooled,constant,constant,30,60,1,0.8571428571428571,0.0,0.46153846153846156,0.0,0.5,0.0
tshirt_vs_non_tops,cross_pooled,constant,constant,100,200,1,0.8571428571428571,0.0,0.46153846153846156,0.0,0.5,0.0
tshirt_vs_non_tops,cross_pooled,fine,conv1,5,10,1,0.8118571428571428,0.0,0.735045390182091,0.0,0.8723333333333333,0.0
tshirt_vs_non_tops,cross_pooled,fine,conv1,10,20,1,0.898,0.0,0.8315764444796703,0.0,0.9175833333333333,0.0
tshirt_vs_non_tops,cross_pooled,fine,conv1,30,60,1,0.9384285714285714,0.0,0.8880028729471849,0.0,0.9374166666666667,0.0
tshirt_vs_non_tops,cross_pooled,fine,conv1,100,200,1,0.9531428571428572,0.0,0.9128401360544218,0.0,0.9543333333333333,0.0
tshirt_vs_non_tops,cross_pooled,fine,conv2,5,10,1,0.8304285714285714,0.0,0.7537005024788389,0.0,0.8815,0.0
tshirt_vs_non_tops,cross_pooled,fine,conv2,10,20,1,0.9161428571428571,0.0,0.8558562780800056,0.0,0.9273333333333333,0.0
tshirt_vs_non_tops,cross_pooled,fine,conv2,30,60,1,0.9407142857142857,0.0,0.8923855616764277,0.0,0.9433333333333334,0.0
tshirt_vs_non_tops,cross_pooled,fine,conv2,100,200,1,0.9611428571428572,0.0,0.926329063927181,0.0,0.9598333333333333,0.0
tshirt_vs_non_tops,cross_pooled,fine,fc,5,10,1,0.9467142857142857,0.0,0.9037443165922052,0.0,0.9584999999999999,0.0
tshirt_vs_non_tops,cross_pooled,fine,fc,10,20,1,0.9645714285714285,0.0,0.9332758439644849,0.0,0.9705833333333334,0.0
tshirt_vs_non_tops,cross_pooled,fine,fc,30,60,1,0.9705714285714285,0.0,0.9430097552122756,0.0,0.9674166666666666,0.0
tshirt_vs_non_tops,cross_pooled,fine,fc,100,200,1,0.9837142857142858,0.0,0.967425247474232,0.0,0.9771666666666666,0.0
tshirt_vs_non_tops,cross_pooled,pixels,pixels,5,10,1,0.794,0.0,0.7114554309267638,0.0,0.8410833333333334,0.0
tshirt_vs_non_tops,cross_pooled,pixels,pixels,10,20,1,0.8975714285714286,0.0,0.8275226851999653,0.0,0.9031666666666667,0.0
tshirt_vs_non_tops,cross_pooled,pixels,pixels,30,60,1,0.9075714285714286,0.0,0.8424202304171822,0.0,0.91525,0.0
tshirt_vs_non_tops,cross_pooled,pixels,pixels,100,200,1,0.9321428571428572,0.0,0.878508629669055,0.0,0.9341666666666667,0.0
tshirt_vs_non_tops,cross_pooled,random,conv1,5,10,1,0.8365714285714285,0.0,0.750973219545592,0.0,0.853,0.0
tshirt_vs_non_tops,cross_pooled,random,conv1,10,20,1,0.84,0.0,0.7555729065536516,0.0,0.8579166666666667,0.0
tshirt_vs_non_tops,cross_pooled,random,conv1,30,60,1,0.9054285714285715,0.0,0.8404103788218167,0.0,0.9177500000000001,0.0
tshirt_vs_non_tops,cross_pooled,random,conv1,100,200,1,0.9555714285714285,0.0,0.916047049285164,0.0,0.9503333333333333,0.0
tshirt_vs_non_tops,cross_pooled,random,conv2,5,10,1,0.8794285714285714,0.0,0.8064676493707447,0.0,0.9000833333333333,0.0
tshirt_vs_non_tops,cross_pooled,random,conv2,10,20,1,0.9285714285714286,0.0,0.8712814119325809,0.0,0.9229166666666666,0.0
tshirt_vs_non_tops,cross_pooled,random,conv2,30,60,1,0.9474285714285714,0.0,0.9012807595127255,0.0,0.93725,0.0
tshirt_vs_non_tops,cross_pooled,random,conv2,100,200,1,0.9481428571428572,0.0,0.9035046642640177,0.0,0.9439166666666666,0.0
tshirt_vs_non_tops,cross_pooled,random,fc,5,10,1,0.8791428571428571,0.0,0.8017284245907108,0.0,0.8836666666666666,0.0
tshirt_vs_non_tops,cross_pooled,random,fc,10,20,1,0.9451428571428572,0.0,0.8961485965224616,0.0,0.9279999999999999,0.0
tshirt_vs_non_tops,cross_pooled,random,fc,30,60,1,0.9527142857142857,0.0,0.909298564736887,0.0,0.9361666666666667,0.0
tshirt_vs_non_tops,cross_pooled,random,fc,100,200,1,0.9445714285714286,0.0,0.8963711749478918,0.0,0.9339166666666667,0.0
tshirt_vs_pullover,within_tops,coarse,conv1,5,10,1,0.887,0.0,0.886427480931375,0.0,0.887,0.0
tshirt_vs_pullover,within_tops,coarse,conv1,10,20,1,0.8595,0.0,0.8581234785194656,0.0,0.8594999999999999,0.0
tshirt_vs_pullover,within_tops,coarse,conv1,30,60,1,0.954,0.0,0.953992224685972,0.0,0.954,0.0
tshirt_vs_pullover,within_tops,coarse,conv1,100,200,1,0.961,0.0,0.960999648996841,0.0,0.961,0.0
tshirt_vs_pullover,within_tops,coarse,conv2,5,10,1,0.9245,0.0,0.9244712802042977,0.0,0.9245,0.0
tshirt_vs_pullover,within_tops,coarse,conv2,10,20,1,0.9395,0.0,0.9394905453977185,0.0,0.9395,0.0
tshirt_vs_pullover,within_tops,coarse,conv2,30,60,1,0.956,0.0,0.9559746413934427,0.0,0.956,0.0
tshirt_vs_pullover,within_tops,coarse,conv2,100,200,1,0.96,0.0,0.9599985599481582,0.0,0.96,0.0
tshirt_vs_pullover,within_tops,coarse,fc,5,10,1,0.8095,0.0,0.8082574604078077,0.0,0.8095,0.0
tshirt_vs_pullover,within_tops,coarse,fc,10,20,1,0.8845,0.0,0.8835882339453183,0.0,0.8845000000000001,0.0
tshirt_vs_pullover,within_tops,coarse,fc,30,60,1,0.933,0.0,0.9329269574566703,0.0,0.933,0.0
tshirt_vs_pullover,within_tops,coarse,fc,100,200,1,0.95,0.0,0.9499967997951868,0.0,0.95,0.0
tshirt_vs_pullover,within_tops,constant,constant,5,10,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_pullover,within_tops,constant,constant,10,20,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_pullover,within_tops,constant,constant,30,60,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_pullover,within_tops,constant,constant,100,200,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_pullover,within_tops,fine,conv1,5,10,1,0.869,0.0,0.867424874939152,0.0,0.869,0.0
tshirt_vs_pullover,within_tops,fine,conv1,10,20,1,0.871,0.0,0.8695059738951253,0.0,0.871,0.0
tshirt_vs_pullover,within_tops,fine,conv1,30,60,1,0.9425,0.0,0.9424967654430562,0.0,0.9425,0.0
tshirt_vs_pullover,within_tops,fine,conv1,100,200,1,0.965,0.0,0.965,0.0,0.965,0.0
tshirt_vs_pullover,within_tops,fine,conv2,5,10,1,0.942,0.0,0.9419851481979387,0.0,0.942,0.0
tshirt_vs_pullover,within_tops,fine,conv2,10,20,1,0.9065,0.0,0.9061093915963889,0.0,0.9065,0.0
tshirt_vs_pullover,within_tops,fine,conv2,30,60,1,0.95,0.0,0.9499579146061838,0.0,0.95,0.0
tshirt_vs_pullover,within_tops,fine,conv2,100,200,1,0.959,0.0,0.958999958999959,0.0,0.959,0.0
tshirt_vs_pullover,within_tops,fine,fc,5,10,1,0.9495,0.0,0.9494978662848506,0.0,0.9495,0.0
tshirt_vs_pullover,within_tops,fine,fc,10,20,1,0.957,0.0,0.9569844713941733,0.0,0.957,0.0
tshirt_vs_pullover,within_tops,fine,fc,30,60,1,0.9605,0.0,0.9604927998127659,0.0,0.9604999999999999,0.0
tshirt_vs_pullover,within_tops,fine,fc,100,200,1,0.966,0.0,0.9659933346936,0.0,0.966,0.0
tshirt_vs_pullover,within_tops,pixels,pixels,5,10,1,0.909,0.0,0.9089908990899089,0.0,0.909,0.0
tshirt_vs_pullover,within_tops,pixels,pixels,10,20,1,0.925,0.0,0.9248798076923077,0.0,0.925,0.0
tshirt_vs_pullover,within_tops,pixels,pixels,30,60,1,0.945,0.0,0.9449986249656241,0.0,0.945,0.0
tshirt_vs_pullover,within_tops,pixels,pixels,100,200,1,0.959,0.0,0.9589989749743744,0.0,0.959,0.0
tshirt_vs_pullover,within_tops,random,conv1,5,10,1,0.853,0.0,0.8527148559611408,0.0,0.853,0.0
tshirt_vs_pullover,within_tops,random,conv1,10,20,1,0.866,0.0,0.8656081132582611,0.0,0.8660000000000001,0.0
tshirt_vs_pullover,within_tops,random,conv1,30,60,1,0.927,0.0,0.9269911659310777,0.0,0.927,0.0
tshirt_vs_pullover,within_tops,random,conv1,100,200,1,0.9585,0.0,0.9584999066247899,0.0,0.9584999999999999,0.0
tshirt_vs_pullover,within_tops,random,conv2,5,10,1,0.918,0.0,0.9179933574619543,0.0,0.918,0.0
tshirt_vs_pullover,within_tops,random,conv2,10,20,1,0.94,0.0,0.9399562280902778,0.0,0.94,0.0
tshirt_vs_pullover,within_tops,random,conv2,30,60,1,0.9475,0.0,0.9474734084130091,0.0,0.9475,0.0
tshirt_vs_pullover,within_tops,random,conv2,100,200,1,0.9585,0.0,0.9584997406233788,0.0,0.9584999999999999,0.0
