seed,task,layer,examples_per_class,task_category,family,n_probe_train,comparison,test_accuracy,test_macro_f1,test_balanced_accuracy
42,tshirt_vs_pullover,conv2,5,within_tops,coarse,10,coarse_minus_random,0.00649999999999995,0.006477922742343378,0.00649999999999995
42,tshirt_vs_pullover,fc,5,within_tops,coarse,10,coarse_minus_random,-0.11099999999999999,-0.11224236071678995,-0.1110000000000001
42,tshirt_vs_pullover,conv1,10,within_tops,coarse,20,coarse_minus_random,-0.00649999999999995,-0.00748463473879557,-0.006500000000000172
42,tshirt_vs_pullover,conv2,10,within_tops,coarse,20,coarse_minus_random,-0.0004999999999999449,-0.0004656826925593105,-0.0004999999999999449
42,tshirt_vs_pullover,fc,10,within_tops,coarse,20,coarse_minus_random,-0.057499999999999996,-0.05838617676980706,-0.057499999999999885
42,tshirt_vs_pullover,conv1,30,within_tops,coarse,60,coarse_minus_random,0.026999999999999913,0.027001058754894336,0.026999999999999913
42,tshirt_vs_pullover,conv2,30,within_tops,coarse,60,coarse_minus_random,0.008499999999999952,0.008501232980433593,0.008499999999999952
42,tshirt_vs_pullover,fc,30,within_tops,coarse,60,coarse_minus_random,-0.0129999999999999,-0.013041920617100189,-0.0129999999999999
42,tshirt_vs_pullover,conv1,100,within_tops,coarse,200,coarse_minus_random,0.0024999999999999467,0.0024997423720510836,0.0025000000000000577
42,tshirt_vs_pullover,conv2,100,within_tops,coarse,200,coarse_minus_random,0.0014999999999999458,0.0014988193247793546,0.0015000000000000568
42,tshirt_vs_pullover,fc,100,within_tops,coarse,200,coarse_minus_random,-0.000500000000000056,-0.0004996235714014308,-0.0004999999999999449
42,tshirt_vs_coat,conv1,5,within_tops,coarse,10,coarse_minus_random,-0.0045000000000000595,-0.006023812809084483,-0.0044999999999999485
42,tshirt_vs_coat,conv2,5,within_tops,coarse,10,coarse_minus_random,0.0044999999999999485,0.004003183076711325,0.0044999999999999485
42,tshirt_vs_coat,fc,5,within_tops,coarse,10,coarse_minus_random,-0.02200000000000002,-0.023314813050290484,-0.02200000000000002
42,tshirt_vs_coat,conv1,10,within_tops,coarse,20,coarse_minus_random,0.0024999999999999467,0.002687789070170199,0.0025000000000000577
42,tshirt_vs_coat,conv2,10,within_tops,coarse,20,coarse_minus_random,0.025500000000000078,0.025734334941239667,0.025500000000000078
42,tshirt_vs_coat,fc,10,within_tops,coarse,20,coarse_minus_random,0.041000000000000036,0.04149513573403718,0.041000000000000036
42,tshirt_vs_coat,conv1,30,within_tops,coarse,60,coarse_minus_random,0.019999999999999907,0.019913813673397618,0.020000000000000018
42,tshirt_vs_coat,conv2,30,within_tops,coarse,60,coarse_minus_random,0.020499999999999963,0.02050786827281459,0.020499999999999963
42,tshirt_vs_coat,fc,30,within_tops,coarse,60,coarse_minus_random,0.03149999999999997,0.03153402390660831,0.03149999999999997
42,tshirt_vs_coat,conv1,100,within_tops,coarse,200,coarse_minus_random,0.0020000000000000018,0.0020014018173249992,0.0020000000000000018
42,tshirt_vs_coat,conv2,100,within_tops,coarse,200,coarse_minus_random,0.010000000000000009,0.010004056884809098,0.010000000000000009
