source_seed,repeat,sampling_seed,projection_seed,task,sample_size,layer,task_category,family,condition,original_feature_count,feature_count,comparison,test_accuracy,test_macro_f1,test_balanced_accuracy
42,4,45,1,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.033500000000000085,0.0338961364234871,0.033500000000000085
42,4,45,1,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.014000000000000012,-0.01400144870847031,-0.014000000000000012
42,4,45,1,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,-0.046499999999999986,-0.04738440070260164,-0.046499999999999986
42,4,45,1,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,-0.057499999999999996,-0.05831915121683395,-0.057499999999999885
42,4,45,2,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.034499999999999975,-0.03471130024009761,-0.034500000000000086
42,4,45,2,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.05149999999999999,-0.05135912740439175,-0.05149999999999999
42,4,45,2,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.02200000000000002,0.022168969290971008,0.02200000000000002
42,4,45,2,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.041999999999999926,-0.042338129122385104,-0.041999999999999926
42,4,45,2,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.014000000000000012,0.013971558074283519,0.014000000000000012
42,4,45,2,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,-0.03049999999999997,-0.03090123923678334,-0.03049999999999997
42,4,45,3,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.008500000000000063,-0.008461380889944525,-0.008499999999999952
42,4,45,3,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.014500000000000068,-0.014520385623152943,-0.014500000000000068
42,4,45,3,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.0004999999999999449,0.0007022764637646395,0.0004999999999999449
42,4,45,3,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.0034999999999999476,0.003452156106343973,0.0034999999999999476
42,4,45,3,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.04249999999999998,0.04249778727171938,0.04249999999999998
42,4,45,3,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.006000000000000005,0.005840768813271446,0.005999999999999894
42,4,45,4,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.005499999999999949,0.005573529370042074,0.00550000000000006
42,4,45,4,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.014500000000000068,-0.014630526321142812,-0.014499999999999957
42,4,45,4,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,-0.00649999999999995,-0.006449210492768143,-0.00649999999999995
42,4,45,4,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.025499999999999967,-0.025583400689654257,-0.025499999999999967
42,4,45,4,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,-0.02100000000000002,-0.02151380834837835,-0.02100000000000002
42,4,45,4,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,-0.06999999999999995,-0.07138987294324561,-0.06999999999999995
42,5,46,0,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.018000000000000016,0.018588320888537124,0.017999999999999905
42,5,46,0,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.041999999999999926,0.04257789691975278,0.041999999999999926
42,5,46,0,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.126,0.12607629667837306,0.126
42,5,46,0,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.1110000000000001,0.11154075458030954,0.1110000000000001
42,5,46,0,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.0045000000000000595,0.004445683515495569,0.0045000000000000595
42,5,46,0,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,-0.02949999999999997,-0.03007442027248519,-0.02949999999999997
42,5,46,1,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.015000000000000013,-0.015260282985184781,-0.015000000000000013
42,5,46,1,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.061000000000000054,-0.06157279505912483,-0.061000000000000054
42,5,46,1,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.02949999999999997,0.029611528525735897,0.02950000000000008
42,5,46,1,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.018500000000000072,-0.01860065043091985,-0.01849999999999996
42,5,46,1,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.04749999999999999,0.04750932706270494,0.047499999999999876
42,5,46,1,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.01650000000000007,0.016248463291524518,0.01649999999999996
42,5,46,2,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.09599999999999997,-0.09815233276825941,-0.09599999999999997
42,5,46,2,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.038999999999999924,-0.03970896307083138,-0.038999999999999924
42,5,46,2,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.02849999999999997,0.029496000478163142,0.02849999999999997
42,5,46,2,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.000500000000000056,0.0012951703889165778,0.0004999999999999449
42,5,46,2,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.0050000000000000044,0.004900780114877379,0.004999999999999893
42,5,46,2,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,-0.016000000000000014,-0.016383875745713095,-0.016000000000000014
42,5,46,3,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.022499999999999964,-0.022500640754002155,-0.022499999999999964
42,5,46,3,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.04949999999999999,-0.04960418484082296,-0.04949999999999988
42,5,46,3,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,-0.029000000000000026,-0.029364180719272714,-0.028999999999999915
42,5,46,3,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.007499999999999951,0.007780739049984664,0.007500000000000062
42,5,46,3,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.07200000000000006,0.07224772236432808,0.07199999999999995
42,5,46,3,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.0615,0.06165953854687778,0.0615
42,5,46,4,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.04400000000000004,-0.04477634435918365,-0.04400000000000004
42,5,46,4,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.056499999999999995,-0.058451476972141814,-0.056499999999999995
42,5,46,4,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.04999999999999993,0.050908425141439895,0.04999999999999993
42,5,46,4,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.08999999999999997,0.09086752744661153,0.08999999999999997
42,5,46,4,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.06300000000000006,0.06371878393218844,0.06299999999999994
42,5,46,4,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.0665,0.0674738547413698,0.0665
42,6,47,0,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.044499999999999984,0.0457537931250831,0.044499999999999984
42,6,47,0,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.10250000000000004,0.10348815715753923,0.10249999999999992
42,6,47,0,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.20099999999999996,0.20321778432259974,0.20100000000000007
42,6,47,0,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.0665,0.06563353758286006,0.0665
42,6,47,0,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.12849999999999995,0.1290986451367807,0.12850000000000006
42,6,47,0,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.07250000000000001,0.07312341829616609,0.07250000000000001
42,6,47,1,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.020499999999999963,-0.020563346329873333,-0.020499999999999963
42,6,47,1,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.000500000000000056,0.00041271514206353554,0.0004999999999999449
42,6,47,1,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.11550000000000005,0.11644497041231494,0.11550000000000005
42,6,47,1,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.02200000000000002,0.021831710570958562,0.02200000000000002
42,6,47,1,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.135,0.13512776235136081,0.135
42,6,47,1,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.04700000000000004,0.046879328719808155,0.04700000000000004
42,6,47,2,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.031000000000000028,-0.029917800887531154,-0.030999999999999917
42,6,47,2,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.011499999999999955,0.013707930084908115,0.011500000000000066
42,6,47,2,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.13149999999999995,0.1334890947271804,0.13149999999999995
42,6,47,2,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.1439999999999999,0.1461593192192323,0.1439999999999999
42,6,47,2,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.12850000000000006,0.13070611934879228,0.12850000000000006
42,6,47,2,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.043500000000000094,0.0449611864107784,0.043500000000000094
42,6,47,3,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.0004999999999999449,-2.6666389405516355e-05,0.0004999999999999449
42,6,47,3,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.017000000000000015,0.01585350772387939,0.017000000000000015
42,6,47,3,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.04399999999999993,0.04524675592744676,0.04399999999999993
42,6,47,3,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.03600000000000003,0.03636661873986147,0.03599999999999992
42,6,47,3,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.16299999999999992,0.1632820979224956,0.16300000000000003
42,6,47,3,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.09949999999999992,0.09979889905249406,0.09950000000000014
42,6,47,4,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.031000000000000028,0.03314455782034198,0.031000000000000028
42,6,47,4,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.05400000000000005,0.05514458166769609,0.05399999999999994
42,6,47,4,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.11299999999999999,0.11447925682890192,0.11299999999999999
42,6,47,4,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.044499999999999984,0.04485343659615393,0.044499999999999984
42,6,47,4,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.1399999999999999,0.14037660782242167,0.1399999999999999
42,6,47,4,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.03749999999999998,0.037238492935550815,0.03749999999999998
42,7,48,0,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.03299999999999992,0.0332874774969798,0.03300000000000003
42,7,48,0,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.02199999999999991,0.0222994961017986,0.02199999999999991
42,7,48,0,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,-0.01749999999999996,-0.01738011452446253,-0.01749999999999996
42,7,48,0,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.07550000000000001,-0.07869124638874336,-0.07550000000000001
42,7,48,0,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.019499999999999962,0.019516028771272564,0.019499999999999962
42,7,48,0,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,-0.03949999999999998,-0.03950475533927733,-0.03949999999999998
42,7,48,1,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.02949999999999997,-0.029532458359482705,-0.02949999999999997
42,7,48,1,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.02200000000000002,-0.022019540369138335,-0.02200000000000002
42,7,48,1,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.024500000000000077,0.024827773125911556,0.024500000000000077
42,7,48,1,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.01100000000000001,-0.010956634788138464,-0.01100000000000001
42,7,48,1,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.015999999999999903,0.015938106502873528,0.016000000000000014
42,7,48,1,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,-0.08350000000000002,-0.08369648282785158,-0.08350000000000013
42,7,48,2,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.04049999999999998,-0.043308104913580614,-0.04049999999999998
42,7,48,2,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.015000000000000013,0.016687752665256572,0.015000000000000013
42,7,48,2,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.024499999999999966,0.025006382692364437,0.024499999999999966
42,7,48,2,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.0030000000000000027,-0.0027925970077883333,-0.0030000000000001137
42,7,48,2,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.03249999999999997,0.03267043227642841,0.03249999999999997
42,7,48,2,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,-0.02100000000000002,-0.02083333498465323,-0.020999999999999908
42,7,48,3,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.007000000000000006,0.00731049823418084,0.007000000000000117
42,7,48,3,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.01649999999999996,-0.016732999633037315,-0.01649999999999996
42,7,48,3,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,-0.027000000000000024,-0.02700683106227486,-0.026999999999999913
42,7,48,3,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.005499999999999949,-0.005405444090254341,-0.005499999999999949
42,7,48,3,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.10250000000000004,0.10267853647843816,0.10249999999999992
42,7,48,3,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.03500000000000003,0.03515730909495418,0.03500000000000003
42,7,48,4,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.06400000000000006,0.06736450679740857,0.06400000000000006
42,7,48,4,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.02950000000000008,0.032705880482660876,0.02950000000000008
42,7,48,4,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,-0.008000000000000007,-0.007913310422573594,-0.008000000000000007
42,7,48,4,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.007000000000000006,0.0073977942540485175,0.007000000000000006
42,7,48,4,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.023499999999999965,0.023582526101203705,0.023500000000000076
42,7,48,4,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,-0.0655,-0.0671984548262381,-0.06549999999999989
42,8,49,0,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.011499999999999955,-0.011489673796462041,-0.011500000000000066
42,8,49,0,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.044499999999999984,-0.044499627958285104,-0.044500000000000095
42,8,49,0,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.05400000000000005,0.05431714727962389,0.05400000000000005
42,8,49,0,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.01649999999999996,0.016832217631483237,0.01650000000000007
42,8,49,0,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.0635,0.06362427325112852,0.06350000000000011
42,8,49,0,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.04150000000000009,0.041652041168661946,0.04150000000000009
42,8,49,1,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.02850000000000008,-0.02858308043837121,-0.02850000000000008
42,8,49,1,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.08250000000000002,-0.08415291688768367,-0.08250000000000013
42,8,49,1,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,-0.020499999999999963,-0.02064201785529085,-0.020500000000000074
42,8,49,1,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.030999999999999917,-0.031238135714431348,-0.03100000000000014
42,8,49,1,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.06799999999999995,0.0685421519718753,0.06800000000000006
42,8,49,1,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.019000000000000017,0.019271045692839772,0.019000000000000128
42,8,49,2,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.04249999999999998,-0.04281810561392063,-0.04249999999999998
42,8,49,2,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.09699999999999998,-0.10009552618604467,-0.09699999999999998
42,8,49,2,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.02400000000000002,0.024117869631638755,0.02400000000000002
42,8,49,2,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.03399999999999992,-0.03438412752504216,-0.03399999999999992
42,8,49,2,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.014500000000000068,0.014475398745599555,0.014500000000000068
42,8,49,2,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,-0.025999999999999912,-0.026111060629562255,-0.026000000000000023
42,8,49,3,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.0014999999999999458,0.0014813363750725284,0.0014999999999999458
42,8,49,3,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.0010000000000000009,0.0009945436287122078,0.0010000000000000009
42,8,49,3,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,-0.01649999999999996,-0.016276240760612737,-0.01650000000000007
42,8,49,3,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.011500000000000066,-0.011341855382198562,-0.011499999999999955
42,8,49,3,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.04400000000000004,0.04399873281841282,0.04399999999999982
42,8,49,3,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,-0.010000000000000009,-0.010397232253520405,-0.01000000000000012
42,8,49,4,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.03749999999999998,-0.037894109895923345,-0.03750000000000009
42,8,49,4,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.06399999999999995,-0.06408866314928374,-0.06400000000000006
42,8,49,4,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.031500000000000083,0.03191530722437763,0.031500000000000083
42,8,49,4,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.01649999999999996,-0.01639199169229899,-0.01649999999999996
42,8,49,4,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.040999999999999925,0.041030638791410334,0.040999999999999925
42,8,49,4,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.00649999999999995,0.006557966725406428,0.00649999999999995
42,9,50,0,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.055499999999999994,0.05969479886770179,0.05549999999999988
42,9,50,0,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.0635,0.06709720256581819,0.06349999999999989
42,9,50,0,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.06700000000000006,0.06933004092016126,0.06699999999999995
42,9,50,0,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.0665,0.06879966391014092,0.0665
42,9,50,0,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.11749999999999994,0.12023163439096862,0.11749999999999994
42,9,50,0,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.09150000000000003,0.09385070497334158,0.09149999999999991
42,9,50,1,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.0025000000000000577,0.0025997324988431547,0.0025000000000000577
42,9,50,1,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.039999999999999925,-0.040866054190313195,-0.039999999999999925
42,9,50,1,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.0645,0.0653837586085404,0.0645
42,9,50,1,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,-0.03500000000000003,-0.03533668033881532,-0.03499999999999992
42,9,50,1,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.09650000000000003,0.09844095127864072,0.09650000000000003
42,9,50,1,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.07899999999999996,0.08089052673326458,0.07899999999999996
42,9,50,2,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.08750000000000002,-0.08830426895424193,-0.08750000000000002
42,9,50,2,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.07050000000000001,-0.07135320171513748,-0.07050000000000001
42,9,50,2,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,0.08050000000000002,0.08109963768738293,0.08050000000000002
42,9,50,2,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.015000000000000013,0.015357683584306336,0.014999999999999902
42,9,50,2,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.08949999999999991,0.09064945262253454,0.08950000000000002
42,9,50,2,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.05399999999999994,0.054897555016472754,0.05400000000000005
42,9,50,3,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,0.04149999999999998,0.04247104658012635,0.04149999999999998
42,9,50,3,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,0.03749999999999998,0.0383458358033546,0.03749999999999998
42,9,50,3,tshirt_vs_pullover,10,conv2,within_tops,fine,fine_conv2,1568,32,fine_minus_random,-0.013499999999999956,-0.013639582965230934,-0.013500000000000068
42,9,50,3,tshirt_vs_pullover,10,conv2,within_tops,coarse,coarse_conv2,1568,32,coarse_minus_random,0.0675,0.06893511261446417,0.0674999999999999
42,9,50,3,tshirt_vs_pullover,10,fc,within_tops,fine,fine_fc,128,32,fine_minus_random,0.11699999999999999,0.11954524247678222,0.11699999999999999
42,9,50,3,tshirt_vs_pullover,10,fc,within_tops,coarse,coarse_fc,128,32,coarse_minus_random,0.0635,0.06566766380966782,0.0635
42,9,50,4,tshirt_vs_pullover,10,conv1,within_tops,fine,fine_conv1,3136,32,fine_minus_random,-0.0030000000000000027,-0.003227859273987499,-0.0030000000000000027
42,9,50,4,tshirt_vs_pullover,10,conv1,within_tops,coarse,coarse_conv1,3136,32,coarse_minus_random,-0.0030000000000000027,-0.00295030878056457,-0.0030000000000000027
