task,task_category,condition,family,layer,sample_size,original_feature_count,feature_count,source_seed,n_sampling_repeats,n_projection_seeds,n_runs,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,selected_c_mode
coat_vs_non_tops,cross_pooled,pixels,pixels,pixels,30,784,32,42,10,5,50,0.8672857142857143,0.03426097260827504,0.7909447986792455,0.03791178942938014,0.8824416666666666,0.023361706813460687,0.1
coat_vs_non_tops,cross_pooled,pixels,pixels,pixels,50,784,32,42,10,5,50,0.8896257142857144,0.025573584774803648,0.8179909892853678,0.03163550820674672,0.8958816666666667,0.018447427061591644,0.1
coat_vs_non_tops,cross_pooled,pixels,pixels,pixels,80,784,32,42,10,5,50,0.9048999999999999,0.017552568749928023,0.8382035454672124,0.02404701787860882,0.9082416666666666,0.015992949924229474,0.1
coat_vs_non_tops,cross_pooled,pixels,pixels,pixels,110,784,32,42,10,5,50,0.9117971428571429,0.01553263925198949,0.848029926302645,0.02193338152142907,0.9143316666666668,0.013665966569922876,0.1
coat_vs_non_tops,cross_pooled,pixels,pixels,pixels,150,784,32,42,10,5,50,0.9152428571428571,0.012871008072913113,0.8530947498473195,0.018674934687193504,0.9182916666666666,0.012682335122116094,0.1
coat_vs_non_tops,cross_pooled,pixels,pixels,pixels,200,784,32,42,10,5,50,0.9177200000000001,0.012068351773776324,0.8571553298401884,0.01764374980563698,0.9224866666666667,0.012064280780398761,1.0
coat_vs_non_tops,cross_pooled,random_conv1,random,conv1,10,3136,32,42,10,5,50,0.796257142857143,0.08074933318917021,0.7210585110044644,0.07317096830226845,0.8492499999999998,0.042634963109695306,0.01
coat_vs_non_tops,cross_pooled,random_conv1,random,conv1,20,3136,32,42,10,5,50,0.8674971428571429,0.03549147101467487,0.7946794151440685,0.040901175604032815,0.8943066666666667,0.022767691035808623,0.1
coat_vs_non_tops,cross_pooled,random_conv1,random,conv1,30,3136,32,42,10,5,50,0.8819000000000001,0.033475861121126015,0.8119662800594932,0.03864882042765512,0.9025,0.018649902883152512,0.1
coat_vs_non_tops,cross_pooled,random_conv1,random,conv1,50,3136,32,42,10,5,50,0.8976999999999999,0.026613892054946974,0.8314657006828102,0.03294428179206542,0.911325,0.01424968919977728,0.1
coat_vs_non_tops,cross_pooled,random_conv1,random,conv1,80,3136,32,42,10,5,50,0.9150257142857143,0.016049945213544112,0.8541771128653908,0.02184719333951141,0.9227233333333333,0.00945291230364526,0.1
coat_vs_non_tops,cross_pooled,random_conv1,random,conv1,110,3136,32,42,10,5,50,0.9198171428571429,0.013153850137041177,0.8607826600336308,0.018254500061696783,0.92581,0.007348412141254221,0.1
coat_vs_non_tops,cross_pooled,random_conv1,random,conv1,150,3136,32,42,10,5,50,0.9227228571428573,0.012333198966665291,0.8652526458825003,0.01722247261129734,0.9292800000000001,0.0074049869817270015,0.1
coat_vs_non_tops,cross_pooled,random_conv1,random,conv1,200,3136,32,42,10,5,50,0.9247857142857143,0.008813503421772628,0.8684745262188346,0.012378773107843813,0.9326749999999998,0.0057637553600356824,1.0
coat_vs_non_tops,cross_pooled,fine_conv1,fine,conv1,10,3136,32,42,10,5,50,0.815322857142857,0.07140663692368766,0.7371438807755177,0.06799691997931498,0.8517633333333333,0.042564228378005,0.01
