task,task_category,comparison,family,layer,sample_size,original_feature_count,feature_count,source_seed,n_sampling_repeats,n_projection_seeds,n_pairs,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv1,10,3136,32,42,10,5,50,-0.04313000000000001,0.049779084412009414,-0.044421652421766496,0.05611601014716518,-0.04313000000000001,0.049779084412009414
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv1,20,3136,32,42,10,5,50,-0.03566999999999999,0.040073097749803506,-0.035012253019475706,0.04206877084430744,-0.03567000000000001,0.04007309774980351
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv1,30,3136,32,42,10,5,50,-0.03631000000000001,0.035874482148008154,-0.036496745707545485,0.036697974374631556,-0.03631,0.03587448214800813
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv1,50,3136,32,42,10,5,50,-0.03665,0.023659629355179887,-0.03689344615331835,0.02425832426879322,-0.03664999999999999,0.023659629355179883
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv1,80,3136,32,42,10,5,50,-0.03136,0.02236251418817495,-0.0314218066222728,0.022812001539670484,-0.03136,0.022362514188174965
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv1,110,3136,32,42,10,5,50,-0.030979999999999994,0.020955238982562966,-0.030999607310639013,0.021169458378232985,-0.030980000000000008,0.020955238982562973
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv1,150,3136,32,42,10,5,50,-0.02900999999999999,0.017339788502346923,-0.029013740580308853,0.017489732158877943,-0.029010000000000008,0.017339788502346933
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv1,200,3136,32,42,10,5,50,-0.029929999999999995,0.018690554746574373,-0.02990415089465197,0.01883055262894629,-0.02993,0.018690554746574387
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv2,10,1568,32,42,10,5,50,-0.0015699999999999959,0.048141374500272734,-0.0020352113104903126,0.05199504902470564,-0.001570000000000007,0.048141374500272754
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv2,20,1568,32,42,10,5,50,-0.005590000000000004,0.044806578644166956,-0.006259448339334897,0.04593018064619103,-0.005589999999999997,0.04480657864416695
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv2,30,1568,32,42,10,5,50,-0.00607999999999999,0.05169231577521055,-0.006884961246355403,0.053057808562695395,-0.006079999999999997,0.051692315775210544
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv2,50,1568,32,42,10,5,50,-0.00816999999999999,0.036516086754151716,-0.00830532338360681,0.03696753955776348,-0.008169999999999995,0.03651608675415172
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv2,80,1568,32,42,10,5,50,-0.005940000000000005,0.031088688145565813,-0.005895799537171513,0.031312275837051394,-0.0059400000000000095,0.031088688145565833
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv2,110,1568,32,42,10,5,50,-0.005520000000000001,0.027192803669878755,-0.005493213132128489,0.027367310114033747,-0.005519999999999996,0.027192803669878748
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv2,150,1568,32,42,10,5,50,-0.007319999999999993,0.024706183643049388,-0.007317061914740202,0.024892444640498446,-0.00732,0.024706183643049415
coat_vs_shirt,within_tops,coarse_minus_random,coarse,conv2,200,1568,32,42,10,5,50,-0.00482,0.027002033181195217,-0.00485566641511654,0.0271280812056647,-0.004820000000000008,0.02700203318119523
coat_vs_shirt,within_tops,coarse_minus_random,coarse,fc,10,128,32,42,10,5,50,0.046669999999999996,0.061287513293608896,0.04933438087252858,0.06379018939328861,0.046669999999999996,0.061287513293608875
coat_vs_shirt,within_tops,coarse_minus_random,coarse,fc,20,128,32,42,10,5,50,0.04571999999999998,0.061246837486035294,0.04673323926625204,0.06103734037660558,0.04571999999999998,0.06124683748603526
coat_vs_shirt,within_tops,coarse_minus_random,coarse,fc,30,128,32,42,10,5,50,0.03960000000000001,0.041960258165389334,0.03928681906648647,0.04245428574311422,0.039599999999999996,0.04196025816538934
coat_vs_shirt,within_tops,coarse_minus_random,coarse,fc,50,128,32,42,10,5,50,0.03757,0.027287025024613387,0.037449069758944395,0.027378537956223227,0.03757,0.027287025024613387
coat_vs_shirt,within_tops,coarse_minus_random,coarse,fc,80,128,32,42,10,5,50,0.03619999999999999,0.023398281813772893,0.03634501761913998,0.023401702496677255,0.0362,0.023398281813772875
coat_vs_shirt,within_tops,coarse_minus_random,coarse,fc,110,128,32,42,10,5,50,0.037610000000000005,0.017129843274596674,0.03763265875754939,0.017241392038791322,0.03761,0.01712984327459668
coat_vs_shirt,within_tops,coarse_minus_random,coarse,fc,150,128,32,42,10,5,50,0.03734,0.01801910550680322,0.03728093785036796,0.01815494403180337,0.03734,0.018019105506803204
coat_vs_shirt,within_tops,coarse_minus_random,coarse,fc,200,128,32,42,10,5,50,0.03796,0.014930396334119116,0.0379416298892309,0.0149823961006567,0.037959999999999994,0.01493039633411912
coat_vs_shirt,within_tops,fine_minus_random,fine,conv1,10,3136,32,42,10,5,50,-0.01833000000000001,0.040807863637954356,-0.01934288192537551,0.043113019055182035,-0.018330000000000006,0.040807863637954356
coat_vs_shirt,within_tops,fine_minus_random,fine,conv1,20,3136,32,42,10,5,50,-0.011140000000000004,0.030893173408785748,-0.010547416174891293,0.03272451748030365,-0.01114000000000001,0.03089317340878574
coat_vs_shirt,within_tops,fine_minus_random,fine,conv1,30,3136,32,42,10,5,50,-0.012210000000000004,0.03166358398887291,-0.012593822492909247,0.03292829760966585,-0.012210000000000014,0.031663583988872895
coat_vs_shirt,within_tops,fine_minus_random,fine,conv1,50,3136,32,42,10,5,50,-0.014499999999999996,0.022822741969807398,-0.014606869953560642,0.023453638957348578,-0.014499999999999999,0.022822741969807405
coat_vs_shirt,within_tops,fine_minus_random,fine,conv1,80,3136,32,42,10,5,50,-0.01387,0.018403862172303474,-0.013876594210065221,0.01888541072476788,-0.013869999999999999,0.018403862172303487
coat_vs_shirt,within_tops,fine_minus_random,fine,conv1,110,3136,32,42,10,5,50,-0.011850000000000006,0.019746415329556576,-0.01181983300663436,0.020075312615690143,-0.011850000000000001,0.019746415329556562
coat_vs_shirt,within_tops,fine_minus_random,fine,conv1,150,3136,32,42,10,5,50,-0.00789,0.015208177848427068,-0.007770757816018384,0.015364021423061246,-0.007889999999999986,0.015208177848427075
coat_vs_shirt,within_tops,fine_minus_random,fine,conv1,200,3136,32,42,10,5,50,-0.012549999999999997,0.015693574013146996,-0.012437726269309984,0.015793430969116073,-0.012549999999999988,0.015693574013146992
coat_vs_shirt,within_tops,fine_minus_random,fine,conv2,10,1568,32,42,10,5,50,-0.0022599999999999977,0.04672119215001225,-0.004150820360104792,0.04970614871420258,-0.00226,0.04672119215001227
coat_vs_shirt,within_tops,fine_minus_random,fine,conv2,20,1568,32,42,10,5,50,0.0009399999999999964,0.03838043187641858,0.0003180426235084588,0.03952320040489599,0.0009399999999999809,0.03838043187641859
coat_vs_shirt,within_tops,fine_minus_random,fine,conv2,30,1568,32,42,10,5,50,0.0020700000000000007,0.03404903576806095,0.001978757447029922,0.034358918367204394,0.002070000000000012,0.034049035768060947
coat_vs_shirt,within_tops,fine_minus_random,fine,conv2,50,1568,32,42,10,5,50,0.008489999999999998,0.025180671644930284,0.008443219517745133,0.02553978699186804,0.008490000000000018,0.02518067164493029
coat_vs_shirt,within_tops,fine_minus_random,fine,conv2,80,1568,32,42,10,5,50,0.007999999999999993,0.020305071247531916,0.008066087437157882,0.02048255960674251,0.008000000000000009,0.02030507124753191
coat_vs_shirt,within_tops,fine_minus_random,fine,conv2,110,1568,32,42,10,5,50,0.008710000000000013,0.020638800886699216,0.008747909908339848,0.02077212146304076,0.008710000000000006,0.02063880088669921
coat_vs_shirt,within_tops,fine_minus_random,fine,conv2,150,1568,32,42,10,5,50,0.007410000000000001,0.01680703509163434,0.007419441739756911,0.016847795036397696,0.00741000000000001,0.016807035091634375
coat_vs_shirt,within_tops,fine_minus_random,fine,conv2,200,1568,32,42,10,5,50,0.009860000000000015,0.01624526304584113,0.00987456039329538,0.016246910764313317,0.009860000000000002,0.01624526304584114
coat_vs_shirt,within_tops,fine_minus_random,fine,fc,10,128,32,42,10,5,50,0.1874,0.041082420889261735,0.19090972530550956,0.04159183533513634,0.1874,0.04108242088926172
